inventory_key,product_key,date_key,location_key,stock_level,stock_in,stock_out,created_at
1507,850,2022-01-26,23,88,104,16,2025-07-23 23:42:37.726901
1508,397,2022-12-16,194,57,217,160,2025-07-23 23:42:37.727885
1509,1174,2023-06-22,155,389,405,16,2025-07-23 23:42:37.728901
1510,736,2023-04-19,245,250,270,20,2025-07-23 23:42:37.729865
1511,372,2024-06-14,87,354,422,68,2025-07-23 23:42:37.730855
1512,31,2023-01-20,16,394,415,21,2025-07-23 23:42:37.731850
1513,146,2023-02-17,168,5,79,74,2025-07-23 23:42:37.732843
1514,169,2022-03-14,24,24,81,57,2025-07-23 23:42:37.733854
1515,398,2024-06-29,193,98,255,157,2025-07-23 23:42:37.734843
1516,1416,2023-12-25,141,120,135,15,2025-07-23 23:42:37.735984
1517,1389,2024-11-01,92,45,215,170,2025-07-23 23:42:37.737075
1518,241,2022-05-24,142,8,280,272,2025-07-23 23:42:37.738040
1519,447,2022-02-12,55,55,80,25,2025-07-23 23:42:37.739028
1520,1018,2022-06-03,171,76,369,293,2025-07-23 23:42:37.739961
1521,317,2023-11-19,229,162,374,212,2025-07-23 23:42:37.740929
1522,550,2022-04-14,11,142,337,195,2025-07-23 23:42:37.741907
1523,923,2022-10-16,211,165,272,107,2025-07-23 23:42:37.742866
1524,816,2024-04-08,199,69,228,159,2025-07-23 23:42:37.743853
1525,1399,2022-12-16,110,35,85,50,2025-07-23 23:42:37.745178
1526,1261,2024-03-01,30,342,362,20,2025-07-23 23:42:37.746183
1527,466,2022-11-05,2,69,454,385,2025-07-23 23:42:37.747165
1528,1488,2024-07-16,135,19,466,447,2025-07-23 23:42:37.748159
1529,798,2023-04-21,211,106,117,11,2025-07-23 23:42:37.749167
1530,266,2022-06-04,209,276,341,65,2025-07-23 23:42:37.750156
1531,585,2024-05-08,126,149,195,46,2025-07-23 23:42:37.751144
1532,1135,2024-12-24,177,24,210,186,2025-07-23 23:42:37.752120
1533,599,2023-06-10,66,184,230,46,2025-07-23 23:42:37.753093
1534,742,2022-04-15,153,24,38,14,2025-07-23 23:42:37.754073
1535,125,2024-05-11,207,35,43,8,2025-07-23 23:42:37.755034
1536,514,2022-06-28,58,380,490,110,2025-07-23 23:42:37.755968
1537,1206,2022-02-24,113,302,450,148,2025-07-23 23:42:37.756909
1538,1457,2022-09-17,154,11,21,10,2025-07-23 23:42:37.757850
1539,392,2024-09-27,120,288,337,49,2025-07-23 23:42:37.758865
1540,785,2022-08-26,169,159,293,134,2025-07-23 23:42:37.759842
1541,234,2024-07-30,27,49,107,58,2025-07-23 23:42:37.760803
1542,221,2023-04-11,46,35,145,110,2025-07-23 23:42:37.761748
1543,818,2024-08-14,182,102,391,289,2025-07-23 23:42:37.762732
1544,185,2024-06-23,149,18,80,62,2025-07-23 23:42:37.763681
1545,931,2022-12-12,37,144,166,22,2025-07-23 23:42:37.764633
1546,724,2023-04-04,108,51,496,445,2025-07-23 23:42:37.765612
1547,533,2022-05-18,7,53,267,214,2025-07-23 23:42:37.766590
1548,1165,2023-07-02,22,47,351,304,2025-07-23 23:42:37.767570
1549,450,2024-11-24,52,82,387,305,2025-07-23 23:42:37.768535
1550,1054,2024-08-13,188,99,333,234,2025-07-23 23:42:37.769503
1551,774,2024-10-21,233,8,45,37,2025-07-23 23:42:37.770463
1552,273,2024-05-21,113,279,384,105,2025-07-23 23:42:37.771428
1553,468,2022-03-17,109,27,281,254,2025-07-23 23:42:37.772387
1554,613,2023-01-12,131,58,112,54,2025-07-23 23:42:37.773463
1555,710,2024-10-24,37,254,402,148,2025-07-23 23:42:37.774441
1556,343,2022-05-17,201,21,100,79,2025-07-23 23:42:37.775447
1557,953,2024-07-12,209,164,467,303,2025-07-23 23:42:37.776420
1558,582,2023-07-14,150,154,248,94,2025-07-23 23:42:37.777373
1559,70,2023-06-16,243,149,189,40,2025-07-23 23:42:37.778325
1560,992,2022-12-19,72,148,439,291,2025-07-23 23:42:37.779277
1561,1077,2024-07-29,155,178,256,78,2025-07-23 23:42:37.780222
1562,171,2023-06-16,53,156,203,47,2025-07-23 23:42:37.781186
1563,1158,2022-10-03,21,18,25,7,2025-07-23 23:42:37.782152
1564,1037,2024-02-14,228,179,288,109,2025-07-23 23:42:37.783122
1565,196,2024-03-03,3,3,38,35,2025-07-23 23:42:37.784072
1566,908,2023-02-04,210,197,397,200,2025-07-23 23:42:37.785016
1567,47,2024-07-29,11,23,173,150,2025-07-23 23:42:37.785967
1568,297,2022-10-29,107,329,334,5,2025-07-23 23:42:37.786882
1569,1259,2024-09-23,159,84,209,125,2025-07-23 23:42:37.787851
1570,915,2024-07-07,99,379,470,91,2025-07-23 23:42:37.788839
1571,1384,2023-08-22,170,17,194,177,2025-07-23 23:42:37.789804
1572,415,2022-10-10,168,147,371,224,2025-07-23 23:42:37.790743
1573,887,2023-05-01,51,146,234,88,2025-07-23 23:42:37.791698
1574,988,2023-03-04,61,68,496,428,2025-07-23 23:42:37.792647
1575,1310,2023-04-15,20,120,403,283,2025-07-23 23:42:37.793614
1576,979,2024-04-28,117,16,390,374,2025-07-23 23:42:37.794588
1577,338,2023-07-06,231,258,387,129,2025-07-23 23:42:37.795548
1578,439,2024-03-15,153,313,436,123,2025-07-23 23:42:37.796495
1579,17,2023-11-13,8,126,234,108,2025-07-23 23:42:37.797461
1580,520,2023-07-23,110,350,432,82,2025-07-23 23:42:37.798433
1581,523,2024-12-13,149,164,376,212,2025-07-23 23:42:37.799416
1582,989,2022-07-03,107,181,192,11,2025-07-23 23:42:37.800369
1583,753,2023-04-27,246,9,403,394,2025-07-23 23:42:37.801400
1584,999,2024-09-11,223,8,364,356,2025-07-23 23:42:37.802577
1585,945,2022-02-20,112,46,327,281,2025-07-23 23:42:37.803646
1586,949,2024-06-02,125,42,307,265,2025-07-23 23:42:37.804887
1587,936,2022-12-08,80,51,376,325,2025-07-23 23:42:37.805976
1588,725,2023-02-19,46,324,381,57,2025-07-23 23:42:37.806927
1589,102,2023-05-01,231,211,336,125,2025-07-23 23:42:37.808159
1590,87,2022-12-13,8,230,330,100,2025-07-23 23:42:37.808870
1591,1357,2022-09-20,173,36,256,220,2025-07-23 23:42:37.809510
1592,761,2023-03-22,61,25,243,218,2025-07-23 23:42:37.810226
1593,1225,2022-10-07,104,129,397,268,2025-07-23 23:42:37.810933
1594,143,2024-04-04,167,78,206,128,2025-07-23 23:42:37.811574
1595,1248,2022-12-07,58,271,475,204,2025-07-23 23:42:37.812277
1596,508,2022-07-28,138,59,299,240,2025-07-23 23:42:37.812945
1597,887,2022-01-18,114,72,484,412,2025-07-23 23:42:37.813604
1598,863,2023-09-22,192,323,388,65,2025-07-23 23:42:37.814317
1599,657,2023-12-29,210,111,442,331,2025-07-23 23:42:37.815013
1600,429,2022-02-02,100,63,99,36,2025-07-23 23:42:37.815652
1601,774,2022-12-31,225,4,17,13,2025-07-23 23:42:37.816309
1602,801,2022-07-19,209,258,325,67,2025-07-23 23:42:37.816944
1603,874,2024-07-20,39,182,190,8,2025-07-23 23:42:37.817560
1604,960,2023-11-27,130,262,273,11,2025-07-23 23:42:37.818208
1605,203,2022-06-26,4,18,206,188,2025-07-23 23:42:37.818837
1606,567,2022-12-16,42,154,448,294,2025-07-23 23:42:37.819446
1607,19,2022-03-20,18,54,348,294,2025-07-23 23:42:37.820106
1608,490,2023-03-21,18,96,156,60,2025-07-23 23:42:37.820700
1609,1441,2022-05-03,14,87,306,219,2025-07-23 23:42:37.821400
1610,371,2023-12-24,19,150,285,135,2025-07-23 23:42:37.822037
1611,81,2023-07-01,47,104,112,8,2025-07-23 23:42:37.822635
1612,633,2024-05-20,83,20,38,18,2025-07-23 23:42:37.823283
1613,1441,2022-08-08,102,56,95,39,2025-07-23 23:42:37.823908
1614,204,2024-04-29,191,154,446,292,2025-07-23 23:42:37.824506
1615,1368,2022-09-10,250,20,101,81,2025-07-23 23:42:37.825167
1616,550,2023-03-30,110,353,497,144,2025-07-23 23:42:37.825782
1617,1331,2023-03-21,31,0,290,290,2025-07-23 23:42:37.826411
1618,958,2023-07-01,82,98,158,60,2025-07-23 23:42:37.827036
1619,655,2024-06-22,157,172,178,6,2025-07-23 23:42:37.827621
1620,592,2023-08-11,68,403,438,35,2025-07-23 23:42:37.828245
1621,942,2023-12-31,243,45,164,119,2025-07-23 23:42:37.828985
1622,562,2024-10-24,24,280,375,95,2025-07-23 23:42:37.829624
1623,239,2023-10-01,128,69,248,179,2025-07-23 23:42:37.830255
1624,146,2024-09-13,243,172,213,41,2025-07-23 23:42:37.830886
1625,243,2022-08-30,83,463,496,33,2025-07-23 23:42:37.831479
1626,951,2022-04-01,174,28,96,68,2025-07-23 23:42:37.832106
1627,184,2022-06-24,162,246,337,91,2025-07-23 23:42:37.832688
1628,696,2024-06-26,151,104,220,116,2025-07-23 23:42:37.833319
1629,672,2022-02-02,67,25,45,20,2025-07-23 23:42:37.833966
1630,222,2023-03-23,12,229,237,8,2025-07-23 23:42:37.834585
1631,319,2024-07-07,182,9,374,365,2025-07-23 23:42:37.835308
1632,1230,2024-05-01,2,213,279,66,2025-07-23 23:42:37.836063
1633,1152,2022-07-17,40,98,470,372,2025-07-23 23:42:37.836658
1634,409,2024-12-16,10,161,399,238,2025-07-23 23:42:37.837290
1635,335,2024-01-09,148,53,123,70,2025-07-23 23:42:37.837928
1636,470,2023-01-19,70,3,80,77,2025-07-23 23:42:37.838545
1637,1165,2023-08-06,171,185,233,48,2025-07-23 23:42:37.839197
1638,1103,2022-03-22,76,350,386,36,2025-07-23 23:42:37.839805
1639,382,2022-02-09,196,67,398,331,2025-07-23 23:42:37.840403
1640,404,2022-12-03,65,33,131,98,2025-07-23 23:42:37.841036
1641,1098,2024-10-07,148,75,87,12,2025-07-23 23:42:37.841623
1642,1439,2022-07-18,240,163,212,49,2025-07-23 23:42:37.842273
1643,865,2022-07-01,46,461,490,29,2025-07-23 23:42:37.842891
1644,152,2023-06-20,17,122,241,119,2025-07-23 23:42:37.843487
1645,775,2024-09-06,96,56,339,283,2025-07-23 23:42:37.844117
1646,1472,2023-11-24,203,160,179,19,2025-07-23 23:42:37.844718
1647,1338,2023-04-05,49,101,130,29,2025-07-23 23:42:37.845411
1648,164,2024-02-19,204,178,371,193,2025-07-23 23:42:37.846053
1649,456,2024-02-06,51,106,301,195,2025-07-23 23:42:37.846645
1650,82,2023-10-20,52,394,427,33,2025-07-23 23:42:37.847276
1651,1193,2023-05-17,219,140,317,177,2025-07-23 23:42:37.847903
1652,234,2024-04-24,219,122,145,23,2025-07-23 23:42:37.848513
1653,1070,2023-01-27,210,30,51,21,2025-07-23 23:42:37.849177
1654,754,2024-07-08,59,43,71,28,2025-07-23 23:42:37.849801
1655,631,2022-10-03,22,308,408,100,2025-07-23 23:42:37.850403
1656,469,2024-12-23,16,46,60,14,2025-07-23 23:42:37.851059
1657,268,2024-04-19,168,32,228,196,2025-07-23 23:42:37.851645
1658,369,2023-06-22,138,33,46,13,2025-07-23 23:42:37.852299
1659,572,2024-12-07,118,53,82,29,2025-07-23 23:42:37.852927
1660,2,2023-11-18,140,305,320,15,2025-07-23 23:42:37.853521
1661,762,2023-01-01,113,165,378,213,2025-07-23 23:42:37.854150
1662,160,2023-01-07,58,128,363,235,2025-07-23 23:42:37.854781
1663,1366,2023-11-19,230,42,88,46,2025-07-23 23:42:37.855387
1664,468,2022-09-04,143,95,414,319,2025-07-23 23:42:37.856030
1665,725,2024-03-05,175,48,212,164,2025-07-23 23:42:37.856615
1666,1181,2024-08-23,201,216,385,169,2025-07-23 23:42:37.857251
1667,577,2024-05-14,168,32,77,45,2025-07-23 23:42:37.857859
1668,656,2023-12-06,170,173,290,117,2025-07-23 23:42:37.858437
1669,411,2024-08-12,1,33,388,355,2025-07-23 23:42:37.859049
1670,115,2022-12-08,21,26,63,37,2025-07-23 23:42:37.859673
1671,354,2023-12-05,8,30,222,192,2025-07-23 23:42:37.860443
1672,1185,2023-07-15,161,42,223,181,2025-07-23 23:42:37.861085
1673,460,2023-09-09,32,72,237,165,2025-07-23 23:42:37.861686
1674,808,2022-05-07,241,65,100,35,2025-07-23 23:42:37.862328
1675,1184,2023-01-10,204,125,260,135,2025-07-23 23:42:37.862969
1676,1448,2023-05-01,115,239,364,125,2025-07-23 23:42:37.863582
1677,1448,2022-06-04,109,249,458,209,2025-07-23 23:42:37.864226
1678,795,2022-03-05,76,379,401,22,2025-07-23 23:42:37.864852
1679,207,2023-10-03,132,154,236,82,2025-07-23 23:42:37.865453
1680,994,2024-12-04,57,46,76,30,2025-07-23 23:42:37.866169
1681,1396,2023-03-19,120,12,88,76,2025-07-23 23:42:37.866788
1682,520,2024-11-03,188,204,268,64,2025-07-23 23:42:37.867398
1683,1498,2023-09-29,81,1,19,18,2025-07-23 23:42:37.868023
1684,1151,2022-12-28,175,20,393,373,2025-07-23 23:42:37.868604
1685,1383,2022-05-08,112,213,278,65,2025-07-23 23:42:37.869270
1686,1494,2023-11-24,100,69,229,160,2025-07-23 23:42:37.869901
1687,1316,2022-05-30,74,13,250,237,2025-07-23 23:42:37.870507
1688,175,2022-02-22,113,271,318,47,2025-07-23 23:42:37.871133
1689,511,2024-11-01,96,39,67,28,2025-07-23 23:42:37.871732
1690,392,2022-01-31,130,103,111,8,2025-07-23 23:42:37.872357
1691,1081,2023-10-03,191,69,221,152,2025-07-23 23:42:37.872981
1692,1029,2023-12-03,213,326,379,53,2025-07-23 23:42:37.873574
1693,306,2023-12-14,78,168,412,244,2025-07-23 23:42:37.874205
1694,1197,2024-11-26,163,14,74,60,2025-07-23 23:42:37.874815
1695,1117,2024-07-20,38,0,51,51,2025-07-23 23:42:37.875429
1696,515,2023-06-15,93,203,463,260,2025-07-23 23:42:37.876126
1697,337,2023-12-14,126,65,337,272,2025-07-23 23:42:37.876744
1698,1095,2023-04-13,222,54,107,53,2025-07-23 23:42:37.877377
1699,459,2024-05-08,91,14,321,307,2025-07-23 23:42:37.878068
1700,1309,2022-03-25,152,134,250,116,2025-07-23 23:42:37.878740
1701,974,2022-02-26,187,228,366,138,2025-07-23 23:42:37.879507
1702,79,2023-02-04,94,343,357,14,2025-07-23 23:42:37.880198
1703,449,2022-05-10,10,91,132,41,2025-07-23 23:42:37.880851
1704,252,2022-04-07,3,163,308,145,2025-07-23 23:42:37.881466
1705,828,2024-08-26,91,42,90,48,2025-07-23 23:42:37.882095
1706,494,2023-10-19,35,114,139,25,2025-07-23 23:42:37.882683
1707,352,2022-05-13,125,57,186,129,2025-07-23 23:42:37.883318
1708,843,2022-03-24,81,29,411,382,2025-07-23 23:42:37.883941
1709,644,2023-12-03,144,213,228,15,2025-07-23 23:42:37.884538
1710,38,2022-12-27,169,391,403,12,2025-07-23 23:42:37.885165
1711,516,2024-04-09,113,39,152,113,2025-07-23 23:42:37.885751
1712,268,2022-05-28,16,347,353,6,2025-07-23 23:42:37.886408
1713,1019,2023-12-31,54,9,133,124,2025-07-23 23:42:37.887039
1714,30,2022-02-03,16,201,472,271,2025-07-23 23:42:37.887622
1715,367,2022-05-05,92,393,475,82,2025-07-23 23:42:37.888248
1716,1370,2023-03-05,51,287,397,110,2025-07-23 23:42:37.888908
1717,229,2022-01-14,107,45,139,94,2025-07-23 23:42:37.889581
1718,44,2024-08-18,199,34,129,95,2025-07-23 23:42:37.890236
1719,1073,2024-07-19,100,9,22,13,2025-07-23 23:42:37.890858
1720,920,2023-07-17,8,226,260,34,2025-07-23 23:42:37.891454
1721,167,2024-07-20,155,117,182,65,2025-07-23 23:42:37.892077
1722,1118,2023-12-02,156,222,426,204,2025-07-23 23:42:37.892660
1723,80,2023-09-02,93,111,318,207,2025-07-23 23:42:37.893322
1724,462,2022-02-14,117,3,32,29,2025-07-23 23:42:37.893970
1725,618,2022-08-16,57,2,286,284,2025-07-23 23:42:37.894559
1726,310,2024-10-02,234,380,462,82,2025-07-23 23:42:37.895181
1727,1208,2023-11-27,10,314,439,125,2025-07-23 23:42:37.895784
1728,211,2022-05-01,35,82,156,74,2025-07-23 23:42:37.896386
1729,917,2024-09-04,139,52,455,403,2025-07-23 23:42:37.897096
1730,21,2022-12-19,30,232,280,48,2025-07-23 23:42:37.897688
1731,1189,2023-09-20,202,142,210,68,2025-07-23 23:42:37.898313
1732,1325,2023-02-09,58,19,87,68,2025-07-23 23:42:37.898937
1733,92,2022-09-10,162,358,367,9,2025-07-23 23:42:37.899539
1734,615,2024-12-07,98,0,182,182,2025-07-23 23:42:37.900162
1735,1040,2022-09-17,64,0,148,148,2025-07-23 23:42:37.900740
1736,375,2022-09-24,40,324,473,149,2025-07-23 23:42:37.901362
1737,163,2022-04-04,244,64,83,19,2025-07-23 23:42:37.902225
1738,1231,2024-02-11,84,13,99,86,2025-07-23 23:42:37.903221
1739,189,2022-03-28,134,28,341,313,2025-07-23 23:42:37.904197
1740,1288,2022-11-16,35,257,374,117,2025-07-23 23:42:37.905172
1741,1219,2024-08-16,110,90,306,216,2025-07-23 23:42:37.906146
1742,238,2022-05-26,60,221,266,45,2025-07-23 23:42:37.907113
1743,1047,2023-04-28,34,134,237,103,2025-07-23 23:42:37.908065
1744,509,2024-11-30,47,36,211,175,2025-07-23 23:42:37.909043
1745,841,2022-11-13,107,31,186,155,2025-07-23 23:42:37.910012
1746,1341,2023-01-28,162,178,290,112,2025-07-23 23:42:37.910964
1747,149,2022-07-01,34,112,276,164,2025-07-23 23:42:37.911895
1748,729,2022-09-15,199,4,61,57,2025-07-23 23:42:37.912858
1749,80,2023-06-06,86,207,404,197,2025-07-23 23:42:37.914367
1750,1407,2022-03-31,79,105,412,307,2025-07-23 23:42:37.915519
1751,228,2024-03-29,161,55,85,30,2025-07-23 23:42:37.916589
1752,1257,2022-11-28,76,204,275,71,2025-07-23 23:42:37.917672
1753,1427,2024-01-24,21,7,438,431,2025-07-23 23:42:37.918795
1754,688,2024-08-19,27,11,218,207,2025-07-23 23:42:37.919923
1755,443,2022-04-20,242,98,397,299,2025-07-23 23:42:37.921032
1756,143,2022-03-05,53,36,297,261,2025-07-23 23:42:37.922094
1757,661,2024-08-23,156,107,277,170,2025-07-23 23:42:37.923138
1758,1445,2022-01-30,43,44,145,101,2025-07-23 23:42:37.924221
1759,972,2024-02-07,45,416,453,37,2025-07-23 23:42:37.925256
1760,720,2023-10-07,12,18,40,22,2025-07-23 23:42:37.926506
1761,173,2023-03-09,201,60,107,47,2025-07-23 23:42:37.927672
1762,553,2022-06-22,13,76,176,100,2025-07-23 23:42:37.928676
1763,300,2024-11-01,32,53,96,43,2025-07-23 23:42:37.929615
1764,1218,2022-08-02,228,63,146,83,2025-07-23 23:42:37.930604
1765,713,2023-03-27,110,7,20,13,2025-07-23 23:42:37.931579
1766,645,2022-12-11,210,51,126,75,2025-07-23 23:42:37.932553
1767,1242,2023-07-27,225,434,493,59,2025-07-23 23:42:37.933519
1768,912,2022-07-06,70,332,491,159,2025-07-23 23:42:37.934495
1769,84,2024-07-30,213,0,71,71,2025-07-23 23:42:37.935751
1770,219,2024-07-28,200,130,448,318,2025-07-23 23:42:37.936954
1771,878,2024-04-17,207,33,259,226,2025-07-23 23:42:37.938021
1772,60,2022-07-20,223,336,364,28,2025-07-23 23:42:37.938971
1773,696,2024-05-06,4,130,157,27,2025-07-23 23:42:37.940169
1774,746,2024-09-03,87,42,112,70,2025-07-23 23:42:37.941247
1775,1228,2022-07-01,5,126,231,105,2025-07-23 23:42:37.942223
1776,1282,2022-05-30,26,1,44,43,2025-07-23 23:42:37.943204
1777,1150,2024-03-12,55,22,92,70,2025-07-23 23:42:37.944173
1778,1398,2023-02-14,2,20,67,47,2025-07-23 23:42:37.945258
1779,620,2024-08-07,247,79,124,45,2025-07-23 23:42:37.946328
1780,1416,2024-10-15,227,227,483,256,2025-07-23 23:42:37.947309
1781,837,2024-10-06,93,299,323,24,2025-07-23 23:42:37.948301
1782,1011,2023-05-30,213,118,162,44,2025-07-23 23:42:37.949314
1783,91,2024-07-26,150,301,384,83,2025-07-23 23:42:37.950296
1784,540,2023-11-22,110,5,452,447,2025-07-23 23:42:37.951270
1785,1373,2024-01-08,135,12,120,108,2025-07-23 23:42:37.952245
1786,229,2022-11-11,62,158,393,235,2025-07-23 23:42:37.953206
1787,1321,2024-06-01,86,294,417,123,2025-07-23 23:42:37.954177
1788,1094,2024-07-06,216,2,124,122,2025-07-23 23:42:37.955161
1789,1441,2024-01-24,85,7,455,448,2025-07-23 23:42:37.956150
1790,691,2023-02-08,223,207,472,265,2025-07-23 23:42:37.957295
1791,1275,2022-10-21,192,135,270,135,2025-07-23 23:42:37.958538
1792,981,2022-02-22,109,234,318,84,2025-07-23 23:42:37.959714
1793,195,2022-05-02,16,32,97,65,2025-07-23 23:42:37.960873
1794,472,2023-09-12,128,48,303,255,2025-07-23 23:42:37.962034
1795,821,2022-03-30,133,316,489,173,2025-07-23 23:42:37.963088
1796,1039,2024-01-14,127,23,33,10,2025-07-23 23:42:37.964233
1797,203,2023-08-20,187,242,253,11,2025-07-23 23:42:37.965265
1798,1223,2023-10-09,14,196,222,26,2025-07-23 23:42:37.966340
1799,702,2023-12-24,219,20,487,467,2025-07-23 23:42:37.967376
1800,354,2024-12-27,193,123,246,123,2025-07-23 23:42:37.968418
1801,378,2022-01-18,136,147,214,67,2025-07-23 23:42:37.969499
1802,802,2024-01-02,107,21,48,27,2025-07-23 23:42:37.970548
1803,600,2022-09-15,159,78,102,24,2025-07-23 23:42:37.971595
1804,629,2024-03-24,14,7,40,33,2025-07-23 23:42:37.972677
1805,566,2024-07-23,63,330,362,32,2025-07-23 23:42:37.973738
1806,437,2023-11-14,35,25,307,282,2025-07-23 23:42:37.974843
1807,1110,2023-01-01,42,13,241,228,2025-07-23 23:42:37.975907
1808,1225,2024-09-02,181,193,308,115,2025-07-23 23:42:37.977021
1809,523,2023-08-14,41,202,261,59,2025-07-23 23:42:37.978050
1810,475,2024-05-24,114,144,222,78,2025-07-23 23:42:37.979051
1811,374,2022-03-18,131,243,260,17,2025-07-23 23:42:37.980103
1812,1047,2023-08-15,207,106,170,64,2025-07-23 23:42:37.981177
1813,1474,2022-05-01,66,40,237,197,2025-07-23 23:42:37.982225
1814,1424,2024-07-31,223,21,176,155,2025-07-23 23:42:37.983240
1815,1477,2024-07-19,233,314,443,129,2025-07-23 23:42:37.984255
1816,1479,2023-11-19,84,323,391,68,2025-07-23 23:42:37.985272
1817,1133,2024-08-22,62,56,96,40,2025-07-23 23:42:37.986307
1818,1114,2024-09-12,95,67,104,37,2025-07-23 23:42:37.987394
1819,1130,2023-04-09,213,52,333,281,2025-07-23 23:42:37.988542
1820,203,2023-07-17,230,72,125,53,2025-07-23 23:42:37.989675
1821,623,2022-01-30,217,117,228,111,2025-07-23 23:42:37.990720
1822,732,2022-05-29,236,118,304,186,2025-07-23 23:42:37.991852
1823,170,2023-08-08,29,293,299,6,2025-07-23 23:42:37.993068
1824,1291,2022-12-08,161,129,192,63,2025-07-23 23:42:37.994294
1825,552,2024-03-15,142,109,146,37,2025-07-23 23:42:37.995477
1826,498,2022-07-09,72,196,432,236,2025-07-23 23:42:37.996684
1827,1101,2022-06-22,72,8,316,308,2025-07-23 23:42:37.997909
1828,804,2022-08-25,162,15,171,156,2025-07-23 23:42:37.999117
1829,422,2022-03-14,171,236,497,261,2025-07-23 23:42:38.000284
1830,1435,2023-03-11,148,71,273,202,2025-07-23 23:42:38.001674
1831,134,2022-01-09,38,47,136,89,2025-07-23 23:42:38.002973
1832,244,2024-04-26,80,3,238,235,2025-07-23 23:42:38.004075
1833,841,2022-03-21,36,148,373,225,2025-07-23 23:42:38.005169
1834,1134,2023-07-07,141,282,315,33,2025-07-23 23:42:38.006260
1835,507,2024-06-28,243,35,49,14,2025-07-23 23:42:38.007514
1836,1358,2023-02-28,250,77,145,68,2025-07-23 23:42:38.008966
1837,1125,2024-04-19,240,51,304,253,2025-07-23 23:42:38.010221
1838,394,2023-08-16,125,93,491,398,2025-07-23 23:42:38.011358
1839,592,2023-01-24,204,175,265,90,2025-07-23 23:42:38.012462
1840,123,2022-02-08,56,25,299,274,2025-07-23 23:42:38.013559
1841,1026,2022-03-10,126,282,375,93,2025-07-23 23:42:38.014657
1842,193,2022-08-13,133,160,224,64,2025-07-23 23:42:38.015805
1843,1200,2023-04-06,92,151,180,29,2025-07-23 23:42:38.016957
1844,434,2023-09-06,235,21,73,52,2025-07-23 23:42:38.018163
1845,295,2024-06-08,166,27,168,141,2025-07-23 23:42:38.019356
1846,388,2024-08-11,108,24,119,95,2025-07-23 23:42:38.020812
1847,520,2024-05-21,37,103,324,221,2025-07-23 23:42:38.022082
1848,776,2022-12-04,101,19,40,21,2025-07-23 23:42:38.023319
1849,475,2024-11-06,157,174,384,210,2025-07-23 23:42:38.024487
1850,611,2024-09-24,101,38,180,142,2025-07-23 23:42:38.025649
1851,487,2023-09-25,225,360,441,81,2025-07-23 23:42:38.026864
1852,896,2023-08-02,153,190,195,5,2025-07-23 23:42:38.028038
1853,1408,2022-12-08,19,152,158,6,2025-07-23 23:42:38.029297
1854,1379,2024-02-14,198,30,174,144,2025-07-23 23:42:38.030422
1855,407,2022-01-11,110,155,164,9,2025-07-23 23:42:38.031493
1856,258,2022-06-23,3,53,61,8,2025-07-23 23:42:38.032440
1857,181,2022-12-23,43,19,112,93,2025-07-23 23:42:38.033182
1858,498,2023-01-27,15,253,493,240,2025-07-23 23:42:38.033889
1859,779,2022-12-16,41,53,72,19,2025-07-23 23:42:38.034540
1860,1457,2022-09-13,224,75,401,326,2025-07-23 23:42:38.035248
1861,605,2023-05-11,171,3,410,407,2025-07-23 23:42:38.035951
1862,1428,2022-10-10,60,4,23,19,2025-07-23 23:42:38.036605
1863,3,2023-06-23,13,151,243,92,2025-07-23 23:42:38.037322
1864,696,2023-10-06,51,333,369,36,2025-07-23 23:42:38.038024
1865,101,2023-08-23,209,56,92,36,2025-07-23 23:42:38.038635
1866,1225,2024-02-03,176,264,302,38,2025-07-23 23:42:38.039329
1867,99,2024-10-16,117,94,352,258,2025-07-23 23:42:38.040024
1868,57,2024-01-06,122,66,181,115,2025-07-23 23:42:38.040678
1869,449,2023-07-07,202,116,158,42,2025-07-23 23:42:38.041363
1870,772,2022-01-23,192,391,427,36,2025-07-23 23:42:38.042041
1871,1336,2022-11-10,169,2,36,34,2025-07-23 23:42:38.042659
1872,984,2022-08-05,4,185,476,291,2025-07-23 23:42:38.043355
1873,675,2022-07-08,133,178,186,8,2025-07-23 23:42:38.044029
1874,807,2022-07-15,134,155,187,32,2025-07-23 23:42:38.044644
1875,573,2023-03-08,197,351,396,45,2025-07-23 23:42:38.045303
1876,262,2023-04-03,77,237,397,160,2025-07-23 23:42:38.045959
1877,1350,2022-04-22,87,216,236,20,2025-07-23 23:42:38.046608
1878,875,2022-07-23,153,356,363,7,2025-07-23 23:42:38.047489
1879,609,2022-10-03,206,133,339,206,2025-07-23 23:42:38.048317
1880,214,2022-05-17,180,57,297,240,2025-07-23 23:42:38.049043
1881,387,2024-04-05,59,10,25,15,2025-07-23 23:42:38.049680
1882,442,2024-06-19,119,311,423,112,2025-07-23 23:42:38.050370
1883,651,2024-05-10,250,256,265,9,2025-07-23 23:42:38.051046
1884,1000,2023-12-12,244,248,337,89,2025-07-23 23:42:38.051661
1885,434,2023-10-28,68,141,267,126,2025-07-23 23:42:38.052331
1886,841,2024-08-19,146,34,117,83,2025-07-23 23:42:38.053001
1887,1232,2023-08-08,193,73,177,104,2025-07-23 23:42:38.053645
1888,294,2022-08-20,122,61,315,254,2025-07-23 23:42:38.054595
1889,652,2024-11-20,43,131,167,36,2025-07-23 23:42:38.055399
1890,728,2022-04-27,245,41,355,314,2025-07-23 23:42:38.056224
