sales_key,order_id,customer_key,product_key,campaign_key,date_key,quantity,unit_price,discount_amount,total_amount,location_key,payment_method_id,created_at
2546,O-08f61529,4275,389,13,20/8/2022,4,494.66,394.39,1584.25,126,Cash,42:28.9
2547,O-0cc70f28,3254,226,48,20/7/2023,1,452.83,78.59,374.24,242,Cash,42:28.9
2548,O-67d877ee,3495,413,147,20/11/2022,3,211.19,187.68,445.89,152,PayPal,42:28.9
2549,O-9de5ccb2,4393,411,103,22/2/2024,1,348.02,64.42,283.6,27,MasterCard,42:28.9
2550,O-22230d8c,3123,881,173,10/11/2022,4,124.01,148.64,347.4,4,Cash,42:28.9
2551,O-fb7fba30,460,429,99,17/10/2022,3,201.51,109.39,495.14,56,Afterpay,42:28.9
2552,O-f2ec69de,3156,1272,82,27/7/2022,1,129.21,20.8,108.41,44,Visa,42:28.9
2553,O-80349630,4560,130,54,16/6/2022,4,63.87,24.87,230.61,207,MasterCard,42:28.9
2554,O-cea12e77,3520,174,174,9/4/2024,1,390.29,32.82,357.47,113,Afterpay,42:28.9
2555,O-4c2d422e,1400,1046,10,3/1/2022,3,30.3,21.99,68.91,91,MasterCard,42:28.9
2556,O-c0c8629c,4386,762,92,12/5/2022,3,179.16,136.35,401.13,37,MasterCard,42:28.9
2557,O-eca4c9e1,1573,137,140,14/6/2024,2,149.27,45.6,252.94,7,MasterCard,42:28.9
2558,O-d9bcfa17,1380,164,50,10/12/2023,5,74.69,90.13,283.32,85,Visa,42:29.0
2559,O-4f4af244,1525,1001,93,30/6/2022,5,155.68,47.35,731.05,6,Visa,42:29.0
2560,O-347832ed,3582,1382,50,15/12/2024,1,380.52,57.58,322.94,164,PayPal,42:29.0
2561,O-9c351804,4240,1065,159,31/3/2022,3,248.95,150.98,595.87,51,Cash,42:29.0
2562,O-c618428e,3621,946,107,23/9/2024,3,270.97,111.05,701.86,77,Visa,42:29.0
2563,O-cf8e8329,4385,139,182,30/10/2022,3,468.42,65.71,1339.55,31,MasterCard,42:29.0
2564,O-d9155f8d,186,1297,194,5/9/2024,5,45.73,65.3,163.35,250,MasterCard,42:29.0
2565,O-dcbc7026,4968,744,149,3/7/2023,2,71.49,38.65,104.33,202,PayPal,42:29.0
2566,O-683f080a,3145,698,7,27/7/2024,1,328.49,10.9,317.59,164,Afterpay,42:29.0
2567,O-2af65013,2899,865,76,19/3/2022,4,489.73,2.88,1956.04,98,MasterCard,42:29.0
2568,O-b543569b,2242,1248,149,29/9/2024,5,308.24,446.12,1095.08,192,MasterCard,42:29.0
2569,O-7e77ec25,4660,830,127,4/9/2023,1,232.13,62.78,169.35,44,Visa,42:29.0
2570,O-07435f72,2889,774,53,7/3/2024,1,212.53,0.64,211.89,27,MasterCard,42:29.0
2571,O-c58e990a,602,1031,19,4/11/2024,4,20.92,18.21,65.47,186,PayPal,42:29.0
2572,O-30702393,3372,817,73,15/1/2022,2,244.32,43.32,445.32,212,Cash,42:29.0
2573,O-324b355a,712,1349,94,7/10/2024,3,375.62,308.04,818.82,226,MasterCard,42:29.0
2574,O-cd0bc3e6,2813,1406,172,14/11/2022,4,220.52,124.58,757.5,220,Afterpay,42:29.0
2575,O-ad1f5e7e,4304,65,116,10/1/2023,1,354.36,21.84,332.52,237,Visa,42:29.0
2576,O-f881ba5b,3579,1069,197,16/3/2023,5,490.81,32.53,2421.52,250,Visa,42:29.0
2577,O-0d938652,3012,980,127,14/5/2023,2,121.45,47.62,195.28,8,MasterCard,42:29.0
2578,O-f4b37bab,3893,619,45,17/10/2024,2,286.83,40.53,533.13,175,Visa,42:29.0
2579,O-ebc71a1a,1307,1388,181,4/4/2024,1,281.94,33.96,247.98,224,MasterCard,42:29.0
2580,O-b5bf7308,3469,829,146,15/4/2024,5,375.67,424.27,1454.08,69,Visa,42:29.0
2581,O-8df73a9a,574,1295,121,27/10/2023,5,466.2,121.01,2209.99,171,Cash,42:29.0
2582,O-e44f3d06,4878,100,107,7/10/2024,2,86.61,38.59,134.63,56,MasterCard,42:29.0
2583,O-99022926,4950,34,81,2/3/2024,5,99.11,45.91,449.64,153,PayPal,42:29.0
2584,O-890aff30,4004,269,103,15/12/2024,1,320.54,74.07,246.47,17,PayPal,42:29.0
2585,O-37e030ce,498,398,83,9/12/2022,4,421.55,263.67,1422.53,89,Cash,42:29.0
2586,O-e2c88d5b,1748,1020,116,28/10/2023,5,226.99,147.33,987.62,25,PayPal,42:29.0
2587,O-c350177f,4286,1309,18,30/12/2022,5,453.98,48.5,2221.4,85,Afterpay,42:29.0
2588,O-af4b25a8,4980,405,36,23/1/2022,1,471.97,138.13,333.84,133,Cash,42:29.0
2589,O-2be624a8,4132,1204,105,29/4/2024,1,14.72,2.88,11.84,64,Afterpay,42:29.0
2590,O-5ea1799c,577,24,178,12/8/2024,3,415.28,305.32,940.52,198,Afterpay,42:29.0
2591,O-a840f66b,4114,1430,17,4/6/2024,3,283.3,14.12,835.78,218,Cash,42:29.0
2592,O-8f229d5b,4412,1153,187,6/11/2022,3,489.48,206.13,1262.31,231,MasterCard,42:29.0
2593,O-fa4c90e5,2085,1375,65,2/12/2024,2,289.19,54.03,524.35,184,MasterCard,42:29.0
2594,O-2a45494a,604,993,6,4/5/2023,5,34.24,49.55,121.65,210,Cash,42:29.0
2595,O-2c585cf4,1554,304,192,12/11/2022,5,385.47,490.52,1436.83,41,Visa,42:29.0
2596,O-90dea5e4,2870,1024,113,14/11/2023,3,497.12,181.56,1309.8,90,Afterpay,42:29.0
2597,O-150ae16e,4168,397,119,14/1/2022,3,411.86,49.88,1185.7,211,Afterpay,42:29.0
2598,O-b3c781f1,387,562,15,25/8/2024,5,372.94,238.32,1626.38,162,Visa,42:29.0
2599,O-4b762118,4964,766,183,20/3/2023,1,228.08,16.66,211.42,163,Visa,42:29.0
2600,O-e0388df3,4502,457,160,28/8/2024,1,201.2,42.56,158.64,74,Visa,42:29.0
2601,O-4b416cef,1668,983,149,14/7/2022,1,66.14,2.49,63.65,109,Cash,42:29.0
2602,O-274e6abb,4792,279,10,30/7/2023,4,104.41,110.34,307.3,176,Cash,42:29.0
2603,O-92d05423,2636,1493,141,3/8/2023,4,45.94,14.5,169.26,43,Visa,42:29.0
2604,O-0892e952,4116,71,61,22/2/2022,5,283.53,139.89,1277.76,81,MasterCard,42:29.0
2605,O-fe0fd542,2037,605,174,28/2/2022,2,162.21,76.6,247.82,134,PayPal,42:29.0
2606,O-bee684a5,3693,1381,180,23/5/2024,4,269.08,209.67,866.65,186,MasterCard,42:29.0
2607,O-ffb7b5d9,4672,309,77,7/11/2023,4,42.55,39.8,130.4,48,Afterpay,42:29.0
2608,O-014f796c,1048,443,140,21/4/2023,3,356.48,85.95,983.49,113,PayPal,42:29.0
2609,O-fa8e0c72,4951,149,59,19/9/2024,5,214.13,131.99,938.66,247,Afterpay,42:29.0
2610,O-d6fb558f,3432,590,118,22/7/2022,1,210.3,15.19,195.11,151,Cash,42:29.0
2611,O-4627963a,3749,839,176,22/3/2022,4,272.51,316.95,773.09,96,PayPal,42:29.0
2612,O-5bf64b71,1550,286,15,7/11/2023,5,91.25,4.69,451.56,36,Cash,42:29.0
2613,O-3e0dcbe4,1334,89,162,1/6/2024,1,460.81,70.07,390.74,109,Visa,42:29.0
2614,O-0cfd1e98,4580,983,184,16/2/2022,2,358.38,154.78,561.98,119,Cash,42:29.1
2615,O-2134666a,1601,859,68,12/6/2022,1,23.02,2.58,20.44,229,PayPal,42:29.1
2616,O-b8deb19c,2223,30,2,10/9/2023,3,381.97,79.85,1066.06,78,Cash,42:29.1
2617,O-e3d0670a,4010,1087,15,6/2/2022,3,376.61,145.25,984.58,20,PayPal,42:29.1
2618,O-a4528098,2166,73,20,14/4/2024,1,292.21,21.09,271.12,42,PayPal,42:29.1
2619,O-c110159b,416,928,138,4/2/2023,4,379.26,102.72,1414.32,36,PayPal,42:29.1
2620,O-a5e9b66a,1743,452,179,7/9/2022,5,449.94,555.98,1693.72,29,MasterCard,42:29.1
2621,O-52502427,328,1283,166,24/4/2023,4,349.38,342.24,1055.28,21,MasterCard,42:29.1
2622,O-2882d03b,3474,218,195,30/11/2024,3,366.79,79.23,1021.14,192,Visa,42:29.1
2623,O-18873419,1057,586,161,20/6/2022,1,220.61,37.34,183.27,16,PayPal,42:29.1
2624,O-38c54e4a,3867,509,191,29/6/2023,3,351.17,2.68,1050.83,71,Cash,42:29.1
2625,O-b407e339,3201,68,170,9/11/2023,1,55.06,0.38,54.68,191,MasterCard,42:29.1
2626,O-abe38ac7,2155,620,4,22/6/2024,2,291.24,19.35,563.13,2,PayPal,42:29.1
2627,O-5d3db8a9,367,1483,71,16/7/2024,1,449.54,41.58,407.96,233,Cash,42:29.1
2628,O-b5c807d2,795,759,188,5/2/2023,5,413.27,162.17,1904.18,125,Afterpay,42:29.1
2629,O-67d7f24f,2365,326,23,1/7/2024,5,339.58,408.38,1289.52,157,Afterpay,42:29.1
2630,O-e2045d11,1422,1138,10,25/11/2024,3,347.29,263.31,778.56,200,PayPal,42:29.1
2631,O-b3555819,617,27,184,13/8/2023,4,21.87,1.7,85.78,139,Visa,42:29.1
2632,O-5d52d3ff,1073,980,46,25/6/2023,3,51.52,29.52,125.04,164,PayPal,42:29.1
2633,O-e619ff02,4976,1495,86,15/7/2024,2,115.07,14.39,215.75,91,Cash,42:29.1
2634,O-494d4ed3,3547,703,77,27/9/2022,2,188.33,88.56,288.1,232,Cash,42:29.1
2635,O-83f05e3c,3364,37,22,16/1/2022,4,453.88,127.55,1687.97,238,Visa,42:29.1
2636,O-04ceb930,1499,313,139,10/9/2022,5,114.61,42.29,530.76,149,Visa,42:29.1
2637,O-0de5af9f,4264,1407,32,27/2/2024,3,224.74,24.53,649.69,127,Visa,42:29.1
2638,O-5c386f24,4299,444,34,7/2/2024,5,310.31,169.18,1382.37,41,Cash,42:29.1
2639,O-ced81dba,755,518,56,7/7/2024,2,117.74,65.67,169.81,207,Cash,42:29.1
2640,O-6aba8198,1577,604,185,18/6/2023,2,420.5,41.88,799.12,14,PayPal,42:29.1
2641,O-b490ca33,3714,866,143,11/2/2024,4,203.47,51.83,762.05,220,MasterCard,42:29.1
2642,O-0c7030a4,1380,1275,12,10/1/2024,1,52.33,13.46,38.87,74,MasterCard,42:29.1
2643,O-693a52ba,744,1484,107,27/2/2024,3,472.27,112.65,1304.16,131,Cash,42:29.1
2644,O-6d6a54c4,2567,477,185,28/2/2024,2,36.75,4.11,69.39,147,MasterCard,42:29.1
2645,O-ed14655c,1257,202,113,16/4/2024,4,84.12,97.69,238.79,213,PayPal,42:29.1
2646,O-920c8e97,2915,129,17,30/3/2023,2,21.33,5.25,37.41,170,Cash,42:29.1
2647,O-c22b9330,3439,1291,67,27/6/2022,2,18.73,0.3,37.16,226,Visa,42:29.1
2648,O-5c4f961c,4994,811,47,28/7/2022,1,418.35,48.54,369.81,188,MasterCard,42:29.1
2649,O-5828387d,2765,29,72,2/7/2023,3,253.13,212.63,546.76,188,MasterCard,42:29.1
2650,O-703c82f2,1147,606,48,23/7/2022,2,310.93,85.15,536.71,48,MasterCard,42:29.1
2651,O-96e9ef8f,1616,964,134,2/6/2022,1,341.35,40.09,301.26,205,Cash,42:29.1
2652,O-f98ef7ff,2067,122,99,7/5/2023,1,87.24,15.03,72.21,248,Afterpay,42:29.1
2653,O-a3e97575,4508,843,53,25/7/2023,2,132.68,55.63,209.73,46,Afterpay,42:29.1
2654,O-cec4af1e,599,647,33,23/6/2024,2,66.99,34.35,99.63,133,Cash,42:29.1
2655,O-b7d4ada6,4611,474,170,8/5/2022,3,252.05,93.45,662.7,201,PayPal,42:29.1
2656,O-834ae16b,793,470,56,13/3/2023,2,109.92,3.75,216.09,199,Afterpay,42:29.1
2657,O-8b9da4cc,4909,483,109,20/1/2023,4,391.16,201.51,1363.13,209,Cash,42:29.1
2658,O-e11ef7d9,1563,673,117,5/10/2023,1,378.87,10.29,368.58,119,Visa,42:29.1
2659,O-67a07355,4048,751,195,3/8/2022,1,328.97,72.87,256.1,144,Afterpay,42:29.1
2660,O-67f8ccc3,1254,1000,86,22/7/2022,5,204.7,87.05,936.45,124,Visa,42:29.1
2661,O-32803a46,464,1146,156,10/2/2024,3,401.59,42.42,1162.35,167,Cash,42:29.1
2662,O-e6711eda,2472,1146,69,14/8/2023,1,170.28,47.12,123.16,106,Visa,42:29.1
2663,O-5a2d7140,3354,66,150,11/7/2023,4,258.53,227.88,806.24,225,Cash,42:29.1
2664,O-50569d1b,2293,1438,136,22/3/2022,4,292.53,345.06,825.06,180,PayPal,42:29.1
2665,O-45a41b53,3601,844,119,16/5/2022,2,293.59,168.11,419.07,137,PayPal,42:29.1
2666,O-c8f6a758,3235,1079,12,12/3/2022,5,208.61,70.06,972.99,78,Cash,42:29.1
2667,O-2e68f8ad,2072,9,158,25/4/2024,4,24.75,1.45,97.55,230,PayPal,42:29.1
2668,O-46cc10f6,3630,332,31,25/1/2023,4,11.81,11.82,35.42,205,Cash,42:29.1
2669,O-ccd96507,4526,461,113,2/10/2024,5,293.07,72.89,1392.46,237,PayPal,42:29.1
2670,O-626bbd8f,302,1460,138,17/11/2024,2,39.24,22.08,56.4,206,Cash,42:29.2
2671,O-aa3cbaf3,89,1111,3,3/6/2023,4,221.66,123.88,762.76,140,Cash,42:29.2
2672,O-3cc4ecc9,2951,414,127,3/3/2024,1,430.42,11.22,419.2,204,Afterpay,42:29.2
2673,O-b6416656,2912,929,161,3/9/2023,4,109.12,115.05,321.43,3,MasterCard,42:29.2
2674,O-e5fc94f0,2202,346,199,13/12/2023,1,316.61,2.77,313.84,189,Afterpay,42:29.2
2675,O-c3047369,88,290,126,29/2/2024,2,109.59,26.38,192.8,29,Cash,42:29.2
2676,O-21d06a1f,1870,310,37,11/4/2023,4,43.06,22.61,149.63,82,MasterCard,42:29.2
2677,O-672b5d40,3218,344,137,28/4/2023,3,264.18,105.6,686.94,157,PayPal,42:29.2
2678,O-50c3a254,877,904,116,11/5/2022,4,138.69,91.66,463.1,136,Visa,42:29.2
2679,O-add01ce8,3790,1017,72,16/12/2023,4,412.3,421.63,1227.57,118,Visa,42:29.2
2680,O-b58d3667,203,953,149,18/8/2024,1,272.46,1.58,270.88,241,Visa,42:29.2
2681,O-037adddf,4887,1160,100,29/12/2024,3,192.02,61.8,514.26,51,MasterCard,42:29.2
2682,O-b4b1a8f8,728,668,167,24/11/2023,2,468.41,246.9,689.92,73,Afterpay,42:29.2
2683,O-5108ddba,2317,508,164,3/2/2024,1,94.44,9.42,85.02,153,Cash,42:29.2
2684,O-ca1986e0,4868,1023,23,20/12/2023,5,288.31,304.58,1136.97,8,Visa,42:29.2
2685,O-6bc3bde6,4131,487,65,29/9/2022,4,231.73,154.7,772.22,80,MasterCard,42:29.2
2686,O-4fd23559,4354,597,120,24/12/2024,5,107.44,40.14,497.06,168,MasterCard,42:29.2
2687,O-63ffbbc6,4175,1268,70,24/1/2024,2,396.95,104.81,689.09,149,Cash,42:29.2
2688,O-4627ce69,2775,149,100,24/10/2022,3,48.72,29.12,117.04,65,Cash,42:29.2
2689,O-8fd0ca82,3598,1068,145,16/3/2022,4,477.9,205.62,1705.98,125,PayPal,42:29.2
2690,O-81349e6e,798,587,77,16/6/2023,4,319.15,213.59,1063.01,96,PayPal,42:29.2
2691,O-2f75bd30,430,76,69,4/4/2024,4,252.78,243.83,767.29,117,Visa,42:29.2
2692,O-c62a4e42,3232,866,152,14/6/2022,1,232.18,18.47,213.71,192,PayPal,42:29.2
2693,O-556519b1,3318,1386,59,12/4/2023,5,330.27,237.51,1413.84,225,PayPal,42:29.2
2694,O-5eca187f,4925,205,187,21/3/2024,2,443.66,239.66,647.66,136,Afterpay,42:29.2
2695,O-84ca1f62,204,30,177,18/1/2022,2,499.82,27.97,971.67,87,Cash,42:29.2
2696,O-cf738a61,897,134,58,17/11/2023,5,361.29,247.99,1558.46,31,Visa,42:29.2
2697,O-c2081b74,787,966,60,6/10/2024,3,192.03,3.48,572.61,6,Cash,42:29.2
2698,O-5dfd2f3c,21,1495,7,25/8/2023,2,114.43,28.92,199.94,214,PayPal,42:29.2
2699,O-7b23b617,18,743,16,15/7/2022,5,128.65,118.47,524.78,24,Cash,42:29.2
2700,O-9b30c60c,1529,537,21,28/10/2023,5,258.86,277.87,1016.43,87,PayPal,42:29.2
2701,O-7a6fbeaf,2055,310,182,21/5/2024,1,181.52,9.64,171.88,216,Cash,42:29.2
2702,O-62086ec3,3226,590,10,23/2/2024,3,369.5,178.22,930.28,215,Visa,42:29.2
2703,O-f23c7ce5,3838,349,106,6/9/2023,4,397.91,383.11,1208.53,57,MasterCard,42:29.2
2704,O-bb57eb17,2323,1409,180,10/1/2023,5,31.12,14.57,141.03,99,Afterpay,42:29.2
2705,O-84c145d0,2866,1399,120,18/4/2022,3,142.08,14.41,411.83,99,PayPal,42:29.2
2706,O-c71377d4,4369,1465,162,5/2/2024,5,178.17,143.09,747.76,118,PayPal,42:29.2
2707,O-2d7418d9,4610,767,147,19/9/2024,5,167.6,110.31,727.69,107,Visa,42:29.2
2708,O-f581c0c3,3018,1241,155,17/9/2024,3,394.47,72.8,1110.61,186,Afterpay,42:29.2
2709,O-09981e13,888,649,84,17/8/2022,2,94.96,10.02,179.9,224,Visa,42:29.2
2710,O-659c287e,492,1310,22,21/1/2023,5,102.05,29.65,480.6,4,MasterCard,42:29.2
2711,O-488717ad,73,1233,79,28/5/2024,3,453.61,255.5,1105.33,180,Cash,42:29.2
2712,O-70982a2c,4606,664,82,22/4/2024,5,86.15,112.92,317.83,87,Afterpay,42:29.2
2713,O-97fe66cd,4385,903,172,12/11/2024,3,355.44,102.35,963.97,110,PayPal,42:29.2
2714,O-408ea4a9,1759,1128,57,18/6/2022,5,205.52,94.77,932.83,207,Visa,42:29.2
2715,O-80384ffc,1408,1296,113,12/8/2023,4,14.91,0.43,59.21,11,Cash,42:29.2
2716,O-c17a5137,4048,810,37,27/1/2024,4,21.45,11.97,73.83,134,Cash,42:29.2
2717,O-f4f278b9,29,382,69,8/3/2022,3,106.23,51.66,267.03,24,PayPal,42:29.2
2718,O-1c8b1ba9,638,1329,165,9/3/2022,5,97.4,0.06,486.94,132,Cash,42:29.2
2719,O-474aaa4d,4196,540,122,9/8/2023,5,329.7,321.59,1326.91,32,Cash,42:29.2
2720,O-9c025750,3772,513,133,2/3/2022,4,131.22,72.43,452.45,169,MasterCard,42:29.2
2721,O-eed9ea2d,3320,185,17,16/2/2022,2,61.36,5.47,117.25,151,MasterCard,42:29.2
2722,O-43575df2,960,527,165,12/1/2024,5,338.42,437.86,1254.24,47,MasterCard,42:29.2
2723,O-a0845fe1,1377,214,148,30/11/2024,4,425.53,85.53,1616.59,155,Cash,42:29.2
2724,O-ed52c019,15,884,171,24/6/2024,3,322.93,109.46,859.33,227,Afterpay,42:29.2
2725,O-bec31e07,75,949,45,6/12/2022,4,213.8,113.7,741.5,96,Visa,42:29.3
2726,O-08d0bfa8,365,390,174,2/7/2023,3,281.31,181.16,662.77,137,Visa,42:29.3
2727,O-6b72ce95,855,1124,173,4/8/2022,4,371.9,107.04,1380.56,179,PayPal,42:29.3
2728,O-edb6caa3,3404,521,66,31/12/2022,5,54.48,79.47,192.93,83,Cash,42:29.3
2729,O-f1267ef9,2503,1085,34,7/4/2022,4,437.39,478.61,1270.95,15,PayPal,42:29.3
2730,O-1e8d0f67,1977,328,85,19/4/2022,4,452.05,271.19,1537.01,36,PayPal,42:29.3
2731,O-fe7144f0,4529,316,118,29/10/2024,5,132.01,128.82,531.23,231,Afterpay,42:29.3
2732,O-df5aff22,3140,470,104,12/1/2023,1,203.75,33.26,170.49,238,MasterCard,42:29.3
2733,O-f93cdda4,4611,990,31,30/11/2023,2,211.19,29.67,392.71,96,Cash,42:29.3
2734,O-6544cf7b,4498,277,159,18/7/2023,2,382.27,30.65,733.89,173,PayPal,42:29.3
2735,O-d2a201e6,3438,1356,17,16/3/2024,2,315.02,106.73,523.31,153,Cash,42:29.3
2736,O-3c3446e3,775,850,147,23/9/2023,5,65.13,19.38,306.27,15,PayPal,42:29.3
2737,O-671253dd,3169,222,87,24/12/2022,1,346.05,56.94,289.11,175,Afterpay,42:29.3
2738,O-7da488e8,2798,1005,175,30/1/2022,4,424.66,195.83,1502.81,129,Cash,42:29.3
2739,O-a694020c,610,403,86,23/10/2024,2,214.25,101.22,327.28,149,Visa,42:29.3
2740,O-ed7d3eb4,2044,718,175,29/11/2022,1,436.06,79.01,357.05,64,MasterCard,42:29.3
2741,O-28410fde,1539,72,105,19/6/2023,5,375.11,554.58,1320.97,166,PayPal,42:29.3
2742,O-5682601a,4544,610,25,26/6/2023,5,261.24,301.33,1004.87,117,Visa,42:29.3
2743,O-6f0493b1,2215,611,140,19/8/2024,4,17.61,4.77,65.67,140,Visa,42:29.3
2744,O-33ae5a5a,223,1443,70,9/6/2022,4,444.23,275.87,1501.05,29,Visa,42:29.3
2745,O-117c382c,3907,1415,51,30/12/2023,1,62.43,5.37,57.06,246,MasterCard,42:29.3
2746,O-1039c745,916,678,182,28/5/2023,4,69.57,79.55,198.73,117,MasterCard,42:29.3
2747,O-440b9e45,2566,599,193,4/11/2022,1,305.99,18.32,287.67,86,Afterpay,42:29.3
2748,O-c566fce3,1237,90,136,18/6/2024,1,57.25,16.55,40.7,134,Cash,42:29.3
2749,O-9642822a,4215,1045,156,20/8/2024,3,187.51,25.48,537.05,91,Afterpay,42:29.3
2750,O-6d08feb0,4571,39,187,21/10/2024,1,13.24,3.25,9.99,158,Visa,42:29.3
2751,O-51b4c139,1773,1315,157,24/4/2024,3,404.64,232.14,981.78,207,MasterCard,42:29.3
2752,O-97234bcd,2636,994,32,1/2/2024,5,83.58,108.38,309.52,197,Cash,42:29.3
2753,O-73f1bebf,2174,727,117,8/3/2022,1,399.91,55.16,344.75,52,Cash,42:29.3
2754,O-988d0ee6,2469,1277,94,30/5/2023,3,147.71,3.94,439.19,3,PayPal,42:29.3
2755,O-0ffc5d3f,3600,384,30,11/3/2022,1,27.12,4.08,23.04,60,MasterCard,42:29.3
2756,O-5de6b0a0,1243,783,16,13/9/2023,4,372.89,51.18,1440.38,173,MasterCard,42:29.3
2757,O-181b2fb7,2028,462,196,2/6/2022,2,380.78,55.14,706.42,96,Afterpay,42:29.3
2758,O-ee08befd,3347,1405,97,9/6/2024,3,141.06,11.02,412.16,89,PayPal,42:29.3
2759,O-3193d69f,92,1418,35,21/5/2023,3,480.76,157.7,1284.58,209,Afterpay,42:29.3
2760,O-555c578a,325,127,151,21/9/2022,2,255.97,80.34,431.6,166,Visa,42:29.3
2761,O-adaa10bd,855,1103,86,30/7/2024,2,378.66,16.79,740.53,248,Afterpay,42:29.3
2762,O-4a6ace30,981,1460,56,9/6/2022,2,196.77,115.09,278.45,104,MasterCard,42:29.3
2763,O-b3b1a8c7,4038,548,86,13/10/2022,4,499.35,534.54,1462.86,106,Cash,42:29.3
2764,O-a546cc7a,2279,1388,137,12/7/2024,3,373.83,23.9,1097.59,5,Afterpay,42:29.3
2765,O-eeffc29b,1039,923,111,19/11/2022,2,421.13,100.2,742.06,196,PayPal,42:29.3
2766,O-1484b2c9,2353,969,162,9/6/2023,3,24.16,15.93,56.55,64,Visa,42:29.3
2767,O-32840739,3174,1069,114,28/7/2024,4,109.63,22.34,416.18,148,Afterpay,42:29.3
2768,O-25486538,981,492,180,15/11/2024,3,445.51,93.53,1243,182,Afterpay,42:29.3
2769,O-eadadc7b,4938,603,129,3/9/2023,2,203.99,77.39,330.59,170,Afterpay,42:29.3
2770,O-bbfb765c,3726,44,147,6/3/2024,2,330.83,117.46,544.2,70,PayPal,42:29.3
2771,O-4f0e9d9d,4393,684,133,8/3/2024,4,92.02,6.36,361.72,161,Afterpay,42:29.3
2772,O-e91ac8e3,2948,1210,199,25/8/2023,1,476.89,117.24,359.65,222,Cash,42:29.3
2773,O-5242364c,1237,28,42,25/9/2023,5,282.17,64.35,1346.5,199,PayPal,42:29.3
2774,O-cffbb625,4847,473,92,21/1/2023,5,276.64,158.76,1224.44,233,PayPal,42:29.3
2775,O-8cd6206c,3882,1403,55,14/8/2022,3,383.64,205.5,945.42,149,Cash,42:29.3
2776,O-4f6b9142,1795,733,70,2/6/2024,5,269.14,198.43,1147.27,10,Afterpay,42:29.3
2777,O-61327008,2832,684,108,2/7/2024,3,77.75,0.71,232.54,36,Visa,42:29.3
2778,O-5f88f817,3844,660,97,26/6/2023,2,287.28,167.95,406.61,140,Cash,42:29.3
2779,O-8f7396f7,638,302,158,20/11/2023,5,441.42,194.53,2012.57,181,Visa,42:29.4
2780,O-792d17d4,452,10,135,19/4/2024,1,377.69,60.27,317.42,249,Cash,42:29.4
2781,O-c20f00c9,2407,1081,41,1/6/2024,3,243.07,77.93,651.28,54,Afterpay,42:29.4
2782,O-b525e43f,4849,1076,111,28/8/2023,4,319.12,119.97,1156.51,68,Visa,42:29.4
2783,O-5a2abc1a,1092,92,149,14/8/2023,4,421.17,37.56,1647.12,182,Visa,42:29.4
2784,O-8c466201,3735,288,68,1/11/2022,2,297.58,62.81,532.35,121,PayPal,42:29.4
2785,O-97737fb0,3737,930,2,10/5/2024,5,370.91,62.62,1791.93,230,MasterCard,42:29.4
2786,O-dd3cb2d5,947,11,62,2/2/2024,5,277.24,200.97,1185.23,244,PayPal,42:29.4
2787,O-58f90d6e,3065,1278,66,24/1/2023,2,169.78,14.85,324.71,170,Afterpay,42:29.4
2788,O-cd70c51f,4440,986,110,11/10/2022,3,291.61,16.73,858.1,141,MasterCard,42:29.4
2789,O-4158bc1e,747,584,138,2/12/2022,3,350.22,102.28,948.38,140,Afterpay,42:29.4
2790,O-ec91fa0f,2653,1369,39,13/10/2024,4,148.95,1.45,594.35,49,Visa,42:29.4
2791,O-d6f28cdf,4128,470,83,9/7/2022,5,478.66,640.09,1753.21,216,Visa,42:29.4
2792,O-b5159385,4880,450,200,3/3/2022,1,200.76,12.1,188.66,116,PayPal,42:29.4
2793,O-7dd6c124,3993,710,139,11/1/2022,1,334.93,15.26,319.67,200,MasterCard,42:29.4
2794,O-decaac26,1551,726,195,24/3/2024,4,171.47,165.51,520.37,187,PayPal,42:29.4
2795,O-d7871db6,3722,590,153,22/2/2022,3,432.35,86.64,1210.41,50,Visa,42:29.4
2796,O-231f029b,3002,1340,86,22/9/2024,2,311.89,175.72,448.06,159,Visa,42:29.4
2797,O-5c89f5c7,2324,209,191,16/1/2023,5,119.57,35.51,562.34,145,Visa,42:29.4
2798,O-5914824a,1535,76,57,16/11/2023,5,138.87,149.75,544.6,200,Afterpay,42:29.4
2799,O-9c4f64de,859,121,79,17/3/2024,1,159.39,12.64,146.75,154,PayPal,42:29.4
2800,O-915b18eb,3967,512,40,17/11/2022,5,296.47,365.33,1117.02,248,Cash,42:29.4
2801,O-8b3e9d27,1918,1082,133,8/1/2024,2,148,69.62,226.38,195,PayPal,42:29.4
2802,O-db2a5752,4371,608,95,24/1/2023,4,59.29,9.51,227.65,239,PayPal,42:29.4
2803,O-fd4b2664,465,794,42,28/4/2024,2,167.31,32.84,301.78,9,Visa,42:29.4
2804,O-cfcf82ec,2717,535,78,21/8/2023,1,453.27,121.37,331.9,46,PayPal,42:29.4
2805,O-6ca64579,1670,450,178,6/3/2022,5,363.46,75.92,1741.38,10,PayPal,42:29.4
2806,O-e3a206f2,4478,163,112,7/4/2024,5,333.85,145.69,1523.56,156,Cash,42:29.4
2807,O-09624bcc,775,220,130,27/7/2022,4,446.93,280.16,1507.56,116,Visa,42:29.4
2808,O-a3768d0f,4898,1128,15,7/12/2022,4,408.14,328.45,1304.11,151,Cash,42:29.4
2809,O-54a8435d,4530,305,123,29/4/2022,5,437.66,597.53,1590.77,54,MasterCard,42:29.4
