web_activity_key,customer_key,date_key,session_id,page_views,duration_seconds,converted,created_at
1558,4771,2023-01-21,742980b5-9998-4dca-804b-070306d65d33,10,756,1,2025-07-23 23:42:40.215375
1559,371,2022-01-06,e825a2a5-646f-40a6-9901-0c634d3290a2,12,53,1,2025-07-23 23:42:40.215999
1560,4126,2022-02-14,892c7b54-7d2b-487a-83df-3595747a7e71,6,389,1,2025-07-23 23:42:40.216555
1561,2611,2023-05-14,a63b7167-d80d-4b56-a5e7-b55b42811409,10,342,0,2025-07-23 23:42:40.217098
1562,2221,2023-01-16,cd4e5950-5c69-4b6a-9676-04267f607bba,12,460,1,2025-07-23 23:42:40.217619
1563,600,2023-11-14,5e1fe91a-01fb-4ed3-8438-489e0860ba17,11,798,0,2025-07-23 23:42:40.218162
1564,2896,2022-10-19,16a939d8-aa88-4828-8eb5-6ecc73b9ce09,8,545,1,2025-07-23 23:42:40.218681
1565,3933,2022-05-05,d992d816-378a-4ae8-8213-94198faf616e,14,607,0,2025-07-23 23:42:40.219256
1566,3238,2022-01-24,f5c4d104-8bde-46bc-81d5-5fc3412061c0,10,617,1,2025-07-23 23:42:40.219746
1567,2772,2024-03-27,6731b5d7-c46e-420d-b9d0-dfc04399c492,1,423,0,2025-07-23 23:42:40.220292
1568,2412,2024-07-29,f1b08167-b542-4b2c-b171-2df910101154,6,505,0,2025-07-23 23:42:40.220864
1569,942,2022-08-06,ad7be2ef-f435-42dc-8870-63c30fd2a297,10,555,0,2025-07-23 23:42:40.221407
1570,1590,2023-08-08,06d2e2f6-23bf-4bb1-9470-1afd082990b1,10,688,0,2025-07-23 23:42:40.222001
1571,279,2024-02-08,17811165-2093-4c61-8f6f-d474ec5986a4,13,449,1,2025-07-23 23:42:40.222541
1572,2554,2024-11-07,c662282a-cfcf-421d-a15d-0378ace6e67b,12,395,0,2025-07-23 23:42:40.223102
1573,3145,2022-07-07,e32fc2e4-c913-451d-86e2-992edea40efe,4,378,1,2025-07-23 23:42:40.223636
1574,2875,2022-07-23,a2879969-ac13-454b-be36-54396a33c50c,6,577,0,2025-07-23 23:42:40.224189
1575,4912,2023-10-02,c1a60127-46eb-43a1-8c89-2116f6ac6049,2,592,1,2025-07-23 23:42:40.224702
1576,2186,2024-11-23,407db1d6-108a-4b8e-867d-72a83660ab79,6,511,1,2025-07-23 23:42:40.225256
1577,1658,2022-12-24,1eeda19c-72dc-4273-aa4c-ba922b145acd,9,844,1,2025-07-23 23:42:40.225765
1578,4380,2022-09-10,95b26d1e-690a-4cbc-b918-80dafe693753,12,743,0,2025-07-23 23:42:40.226298
1579,3590,2023-09-13,9f33d120-a1e3-445d-ada2-3c892c1cf040,8,118,0,2025-07-23 23:42:40.226811
1580,4925,2023-09-12,989427d6-80d8-446d-a929-2199d2a3e012,15,172,1,2025-07-23 23:42:40.227346
1581,4526,2022-01-25,edbeff71-e67f-4173-adb6-92137dcea96d,9,733,1,2025-07-23 23:42:40.227899
1582,466,2024-06-16,f68570d5-fc7d-4bf5-9c4d-02d2ff6507fb,14,282,1,2025-07-23 23:42:40.228411
1583,2344,2022-10-26,c1834c43-6c94-43ec-9040-abd3a9a1ec5f,10,153,0,2025-07-23 23:42:40.228988
1584,511,2023-07-01,46fe79b0-1521-46ae-a7f7-1661f508f8e2,8,97,0,2025-07-23 23:42:40.229514
1585,4826,2024-11-04,1c52a051-57c3-49cd-a1cf-1f3ded03ff55,8,817,0,2025-07-23 23:42:40.230060
1586,519,2024-12-31,d713947f-ff04-4fb8-a1e5-51fc0bb80d50,14,170,0,2025-07-23 23:42:40.230569
1587,3150,2024-06-25,20f3915e-3da9-4e73-8017-7fc4ea92690c,4,777,0,2025-07-23 23:42:40.231100
1588,4184,2024-12-14,34b4a667-4190-4ebb-be25-87da63a1611e,9,821,1,2025-07-23 23:42:40.231585
1589,4650,2023-06-17,d795790e-d52d-42ad-bad3-c0af9fa72c3a,10,833,0,2025-07-23 23:42:40.232113
1590,3852,2023-08-08,15768bc7-59de-4652-91b5-fa0bfc808867,4,73,1,2025-07-23 23:42:40.232599
1591,3506,2022-11-05,f53581f3-0c27-44fa-9f8b-eaf55ee245ac,4,160,0,2025-07-23 23:42:40.233184
1592,1425,2022-07-17,876cd502-29cc-42a4-9540-86ddd8111987,2,673,0,2025-07-23 23:42:40.233715
1593,347,2022-09-25,c34d4520-b704-4a19-90e8-9ba198e04de3,5,432,0,2025-07-23 23:42:40.234258
1594,2136,2022-02-26,628638c6-2ec7-43ce-892a-625103c37e26,2,136,1,2025-07-23 23:42:40.234784
1595,649,2022-08-03,280497d1-0e2e-420a-ae96-0312cf48e83b,12,167,1,2025-07-23 23:42:40.235306
1596,273,2023-09-07,0f988610-29f5-408b-8b3f-18cb798e9065,14,470,0,2025-07-23 23:42:40.235833
1597,2860,2024-05-24,7fb6ce30-f7ca-43a8-b854-06204268febc,8,494,1,2025-07-23 23:42:40.236379
1598,2104,2024-08-29,d52c5b60-862b-4067-b975-791c59f0454a,12,599,0,2025-07-23 23:42:40.236920
1599,1591,2022-04-25,bf51b3f2-8c4d-4d9f-a741-fa048392a0d8,13,154,1,2025-07-23 23:42:40.237434
1600,686,2022-09-11,39c49fcb-6c90-4047-9456-bf0049b797d7,7,730,1,2025-07-23 23:42:40.237979
1601,2606,2023-11-26,631f3485-158c-4f35-b223-01816e461360,8,465,0,2025-07-23 23:42:40.238502
1602,1951,2024-05-29,cbfd5a8b-9959-41f0-a806-79f5cf49df22,11,232,1,2025-07-23 23:42:40.239045
1603,1402,2022-03-10,a9f0a3c3-52a7-46e6-9254-9aac08e71463,1,479,0,2025-07-23 23:42:40.239550
1604,84,2023-09-13,65835b6d-0b16-404f-ab20-cbd6c58c08c5,2,720,0,2025-07-23 23:42:40.240096
1605,4833,2023-01-31,9fea66f6-98b9-4274-9b69-049b49f3dc65,9,727,1,2025-07-23 23:42:40.240615
1606,1199,2023-02-19,9e88bca7-3587-4f38-b2b8-6e093ffe9dba,8,222,0,2025-07-23 23:42:40.241164
1607,4510,2022-02-10,981b0a95-8a30-452d-b9e2-7affd1e5f80e,6,84,1,2025-07-23 23:42:40.241682
1608,2482,2024-11-13,647837d5-093b-4720-8ff8-bfe596c424aa,8,839,0,2025-07-23 23:42:40.242232
1609,1453,2022-09-13,a182b512-59dd-4b94-a7fa-5c847dab3233,1,55,0,2025-07-23 23:42:40.242755
1610,4982,2023-03-20,3bd40a54-cdb1-4596-85f1-4968ecd7db1d,8,719,1,2025-07-23 23:42:40.243300
1611,50,2024-08-28,ed6b2e51-555b-4de6-b884-04ea8eead231,4,859,1,2025-07-23 23:42:40.243835
1612,4928,2024-01-08,8568435f-ff44-40f8-92f5-dd590bfb6948,15,887,0,2025-07-23 23:42:40.244363
1613,4641,2024-04-23,af699784-9eee-4ba0-8daf-1c8722269f3f,10,87,1,2025-07-23 23:42:40.244907
1614,673,2023-12-30,2c0a1018-05c1-4b88-aea1-763698eb3e39,13,509,0,2025-07-23 23:42:40.245424
1615,3837,2024-10-25,b8691c45-9bb5-441c-a152-a1b371b9e940,7,132,1,2025-07-23 23:42:40.245983
1616,4429,2023-01-17,c5fbdc81-7342-4989-a099-431eed84a6d7,12,141,0,2025-07-23 23:42:40.246486
1617,1381,2022-07-19,646368c2-9f45-4573-9526-def98810c30f,13,120,0,2025-07-23 23:42:40.247153
1618,1887,2022-08-24,364a94b6-80e3-45a4-954a-f33577eb2099,15,748,1,2025-07-23 23:42:40.247646
1619,1347,2024-04-24,1cbb3231-0fbd-4201-b355-c760c204c5cc,3,201,0,2025-07-23 23:42:40.248171
1620,4865,2022-04-02,b8c3c686-0ca1-4478-87eb-be9cf969a9e3,15,791,1,2025-07-23 23:42:40.248713
1621,3337,2023-04-23,eb610c36-00a9-4261-a772-4501e9efa4ca,1,473,1,2025-07-23 23:42:40.249264
1622,3459,2022-07-14,b21bbfc8-219f-4eb6-8911-09ef112d11ff,7,254,0,2025-07-23 23:42:40.249797
1623,2761,2024-08-05,4002532e-555e-4ce8-9d91-dd8cf69b42be,5,641,1,2025-07-23 23:42:40.250319
1624,3609,2023-08-01,dbfca154-0346-4ca2-b3e1-9cae0fd4aaff,6,762,0,2025-07-23 23:42:40.250854
1625,724,2022-03-07,3797cb4f-ebe6-406b-89ea-7438806cd35e,2,73,1,2025-07-23 23:42:40.251371
1626,4247,2023-07-15,94dee1a8-3e1f-4906-819f-63f4c2b3572d,8,798,0,2025-07-23 23:42:40.251928
1627,106,2023-04-27,b1e0d735-57cb-4a26-98db-c66b2c8a3dae,8,576,1,2025-07-23 23:42:40.252446
1628,3991,2024-03-07,aebb0fc8-a95f-4302-ace6-c99e5e5e2b16,14,223,1,2025-07-23 23:42:40.252995
1629,4758,2024-11-20,95f0b829-e509-4f21-849e-ca62a6cf30ee,8,704,0,2025-07-23 23:42:40.253520
1630,53,2024-11-23,dcfe729c-f6d8-4f03-ae9a-502f02747984,2,117,1,2025-07-23 23:42:40.254063
1631,988,2023-01-01,c93c8be7-4c44-4032-bc98-ae656ef7ce15,4,500,1,2025-07-23 23:42:40.254568
1632,2591,2023-01-16,26fbe215-677d-44fc-857a-694c2c8e71dd,6,623,1,2025-07-23 23:42:40.255201
1633,2529,2022-10-11,9e1ede46-25c1-496c-8624-04088f8b979b,10,63,1,2025-07-23 23:42:40.255725
1634,1755,2024-05-09,a6615917-3acf-4137-95ea-8ffaeca09895,6,853,1,2025-07-23 23:42:40.256270
1635,1495,2022-04-24,c665a5ec-35e7-4d97-9cc3-f12a4cb10ba9,11,105,1,2025-07-23 23:42:40.256826
1636,1429,2023-06-06,ac95365b-617c-4430-8211-dd1000393d33,15,837,1,2025-07-23 23:42:40.257350
1637,2380,2024-10-29,24263a4d-358a-4585-a591-db951e84fe68,12,844,0,2025-07-23 23:42:40.257888
1638,3434,2024-04-17,2633b8db-a1d1-4638-bf9e-6d8005e5c467,3,676,1,2025-07-23 23:42:40.258398
1639,4833,2024-07-05,b4918906-f943-487f-9cef-f8785822580a,4,141,1,2025-07-23 23:42:40.258949
1640,979,2022-02-12,0ec28e9c-39cf-448e-a711-72c8c5966bea,14,221,0,2025-07-23 23:42:40.259825
1641,3977,2024-06-16,cb085e2f-0c6e-4886-b5b7-80580c4403c5,1,165,0,2025-07-23 23:42:40.260504
1642,2001,2022-01-09,9dae7048-0728-4a2e-aa61-231c5a82fdfc,10,847,1,2025-07-23 23:42:40.261126
1643,3849,2022-06-13,6338e463-ff5a-483c-b57a-ab6d6f62a17b,7,548,0,2025-07-23 23:42:40.261833
1644,4391,2023-02-15,7ce1c169-40c6-4e0f-a9dc-4aa45ecc62ea,12,314,0,2025-07-23 23:42:40.262492
1645,640,2024-07-26,1a4adfba-fdd7-4dfd-b0e8-29b6f761bc1f,3,134,1,2025-07-23 23:42:40.263180
1646,2539,2023-01-13,33c651ba-d18d-4788-af5b-6ece1f6ace67,14,623,0,2025-07-23 23:42:40.263931
1647,2597,2024-07-18,953f5c7b-edbb-4ce0-b026-259d9a3cb82f,12,479,0,2025-07-23 23:42:40.264524
1648,3213,2024-02-04,09607eea-4f02-48c5-b5d4-655fc0c13268,9,717,0,2025-07-23 23:42:40.265252
1649,2297,2023-07-27,b687892f-aa72-4a1c-b087-241af70303ef,2,827,0,2025-07-23 23:42:40.265980
1650,1232,2023-10-07,1464bf78-74f1-4f90-8088-7b9c16ca057c,13,802,1,2025-07-23 23:42:40.266792
1651,2890,2024-03-23,9ddfe5b8-04c5-4177-baf7-e05de8570852,1,665,1,2025-07-23 23:42:40.267457
1652,982,2024-01-16,fb159bb3-d958-42ce-99ad-fa7d4507f257,13,263,1,2025-07-23 23:42:40.268170
1653,4434,2024-09-10,dc1c8fb9-d8db-475f-afc1-d215372bc750,6,669,1,2025-07-23 23:42:40.268926
1654,2214,2022-02-04,f1758716-716d-49d9-8d0f-c3a0c9880189,15,591,0,2025-07-23 23:42:40.269624
1655,2963,2022-08-06,98289bfa-1cee-4065-b257-83fbdb92df55,10,679,1,2025-07-23 23:42:40.270559
1656,957,2022-12-24,7bcfb711-3ee7-4057-aa95-33b180a96670,6,800,1,2025-07-23 23:42:40.271588
1657,3832,2024-12-07,f9aaef5d-e597-4251-b02d-7326ab245139,10,584,0,2025-07-23 23:42:40.272391
1658,3238,2024-12-03,b876c3de-d830-4185-860a-fb7b43c92b0f,8,114,0,2025-07-23 23:42:40.273067
1659,494,2024-07-26,8549c9b1-16b2-4aaf-9177-ab71b240fec1,11,476,1,2025-07-23 23:42:40.273731
1660,4270,2024-09-03,537b2781-a091-4778-91d3-92f7f48aaf4f,15,476,1,2025-07-23 23:42:40.274453
1661,4669,2022-03-14,b284e01e-da28-49cf-ad10-52b565970b2e,5,667,1,2025-07-23 23:42:40.275182
1662,671,2024-03-04,47de074d-372b-421a-b216-f3b0a356d5c6,3,745,0,2025-07-23 23:42:40.275889
1663,3231,2022-08-09,500d01e5-a025-4e7f-89b6-ff8bcb455493,2,728,1,2025-07-23 23:42:40.276554
1664,335,2024-01-18,b287f1d2-60bd-4c38-a8fd-eda2862ccd17,9,621,1,2025-07-23 23:42:40.277358
1665,255,2023-05-18,8a1c34e2-7707-4ca9-a4eb-91e3341747ff,1,560,0,2025-07-23 23:42:40.278117
1666,3303,2024-02-27,17d6094a-9cd1-4ed9-8854-e5bc4a6ba4b8,1,200,0,2025-07-23 23:42:40.278751
1667,1757,2023-11-23,cf97dbe4-640b-4574-ae4b-63ed03bf65b2,2,160,1,2025-07-23 23:42:40.279422
1668,3571,2024-04-02,c6160845-7970-45ca-b8fc-800312479f2b,9,107,1,2025-07-23 23:42:40.280103
1669,3930,2022-11-25,752bcdce-eb11-4d5a-a3e0-805324f1d7d1,3,185,1,2025-07-23 23:42:40.280845
1670,1299,2022-07-08,e827b90d-1e33-4a3b-a3a7-db3e30c01049,1,582,0,2025-07-23 23:42:40.281548
1671,4051,2024-01-28,19ee3f10-75b4-421a-bf75-3f4b68280d86,8,882,0,2025-07-23 23:42:40.282280
1672,2857,2024-02-05,cb84cc83-63e8-41d9-a045-554f376112e6,8,804,1,2025-07-23 23:42:40.282864
1673,4285,2024-06-17,559c7294-3f9a-4b62-8903-5a8d54885b32,3,498,0,2025-07-23 23:42:40.283424
1674,4291,2024-10-15,8e05109e-e248-45ae-aaee-4b0ed717f45e,1,609,0,2025-07-23 23:42:40.284056
1675,476,2022-09-09,331351e3-6b57-4c7a-bb79-7463c7b21ec4,15,406,0,2025-07-23 23:42:40.284796
1676,3343,2023-06-04,d112fa39-62b8-4169-9a8f-73371a063f33,6,228,0,2025-07-23 23:42:40.285460
1677,232,2024-03-30,338a9be1-9282-47c4-a487-a81d48b6f622,15,383,1,2025-07-23 23:42:40.286212
1678,790,2023-01-09,ad6cc9de-bc9c-4141-b7ef-f0c6a866bc39,7,558,0,2025-07-23 23:42:40.287073
1679,71,2024-05-23,7025fffe-2a5f-4c16-8bd0-8b41fe980855,12,714,1,2025-07-23 23:42:40.288093
1680,3313,2022-10-04,23931a7e-9e02-40a5-bf0b-e0d435a22ba7,14,366,0,2025-07-23 23:42:40.289031
1681,3560,2024-07-26,ceb805c9-9fe6-4a43-98ed-7eaa3dd24b5c,12,79,1,2025-07-23 23:42:40.289730
1682,684,2024-01-20,fd522c0b-62f7-44c8-90b1-4b255cdd014c,11,712,0,2025-07-23 23:42:40.290450
1683,362,2023-04-26,5467c297-0e9e-49a4-b5f1-27cf596c86c1,11,64,0,2025-07-23 23:42:40.291134
1684,3395,2023-01-20,e97a2368-a9fb-4921-8a88-7bf4216658da,15,563,0,2025-07-23 23:42:40.291892
1685,1150,2022-12-13,1b681f35-3ba1-4e63-95f6-c1309cbd13e0,12,687,0,2025-07-23 23:42:40.292554
1686,158,2023-11-05,823dad61-ab60-4619-b761-ce9b17ebd85c,4,491,1,2025-07-23 23:42:40.293165
1687,2794,2022-07-09,59d3ac01-5dc0-4d90-b0ed-08bed7a44ed5,15,239,1,2025-07-23 23:42:40.293700
1688,3479,2024-10-13,0b479115-58fd-42bd-8ff4-e2c733207562,9,694,1,2025-07-23 23:42:40.294312
1689,876,2022-11-27,56c35ca5-8538-4874-9760-1e08f504a0b4,12,887,1,2025-07-23 23:42:40.294929
1690,4097,2024-11-12,f7c58aee-a795-4d1f-ac61-53eab1967c8e,3,569,1,2025-07-23 23:42:40.295518
1691,919,2023-11-28,1900dabe-93e6-45c7-b4d3-942030e6ae7d,7,227,1,2025-07-23 23:42:40.296116
1692,4264,2024-10-08,d102ff3d-9af7-42e7-9bbd-d20c3b88803b,6,500,1,2025-07-23 23:42:40.296640
1693,176,2024-07-05,56c552c7-7591-418c-9fbb-6c0765c54e18,15,285,1,2025-07-23 23:42:40.297233
1694,2542,2023-03-28,22c8895c-16fb-4ebf-a345-f439e933a22a,12,573,1,2025-07-23 23:42:40.297904
1695,1064,2024-04-14,6ea0b467-275d-4cdd-807a-01b266d5b2ee,14,240,1,2025-07-23 23:42:40.298468
1696,1357,2024-12-07,b0e85a2a-99ed-4444-82b9-30f27eb6b788,7,231,0,2025-07-23 23:42:40.299018
1697,118,2024-01-20,08ca7521-bcda-460a-a7eb-c75ae31f56a5,9,672,1,2025-07-23 23:42:40.299557
1698,4915,2022-07-16,e5b52d81-9936-4bc4-9dc5-4672aae928cc,1,523,1,2025-07-23 23:42:40.300116
1699,1986,2022-08-03,74bb28e0-ef83-40e0-9925-6f53d20bf3e8,9,686,0,2025-07-23 23:42:40.300634
1700,4722,2023-06-08,4ffbc04a-5b6e-4be8-b2e7-88732e9f94c0,2,107,1,2025-07-23 23:42:40.301187
1701,1926,2024-09-15,d7e079f9-4a73-45d8-92d2-528c793ba77c,15,649,1,2025-07-23 23:42:40.301697
1702,2373,2023-08-28,6ab28ebf-67f6-425d-84e1-1c37de14bb8f,12,684,1,2025-07-23 23:42:40.302253
1703,1615,2024-02-10,ee90c09b-0cb5-4d94-8a90-9364e67da160,12,470,0,2025-07-23 23:42:40.302779
1704,4405,2022-04-26,032f4e25-cde0-4fd4-90f9-706a26f5988e,9,215,1,2025-07-23 23:42:40.303326
1705,2484,2024-05-30,7ba56c6e-16dd-47d6-947d-663f69dfe8bc,10,187,0,2025-07-23 23:42:40.303860
1706,3383,2024-03-11,323bdb9a-22c2-4eae-94b6-394b235d150f,7,332,1,2025-07-23 23:42:40.304399
1707,98,2022-06-18,432c921e-ec1e-4bdc-863d-4fd782d74292,15,88,1,2025-07-23 23:42:40.304941
1708,2291,2023-10-01,caa5c7eb-5e82-433a-bb3c-14465d7800f4,12,187,1,2025-07-23 23:42:40.305471
1709,638,2023-11-23,4c59b0c0-5ca4-4474-8d8e-c0c690ebeec6,9,557,0,2025-07-23 23:42:40.306009
1710,2482,2024-05-18,97390ad0-c6a0-481c-93ce-e68a770c70ed,10,168,1,2025-07-23 23:42:40.306531
1711,1064,2023-12-04,9d204246-21fb-4b0b-9ec4-0052745ddbf0,11,386,0,2025-07-23 23:42:40.307073
1712,887,2023-07-31,3a686e12-d985-4a77-94c5-0d651b46456c,4,571,0,2025-07-23 23:42:40.307587
1713,907,2022-05-20,36868785-c241-4894-9c01-20a70a57e12e,12,760,0,2025-07-23 23:42:40.308131
1714,4946,2022-10-26,df8714a3-b828-4387-b32e-75d8ec73ae51,1,401,1,2025-07-23 23:42:40.308669
1715,1828,2023-10-23,5b57f793-a056-4065-ac13-22b459c2430a,13,343,0,2025-07-23 23:42:40.309226
1716,3233,2024-07-12,7d77981b-d20c-4373-bd4c-ec4787c09496,1,640,0,2025-07-23 23:42:40.309736
1717,3587,2024-01-18,bbeaebab-a1c0-4c12-90bf-9b8f72d0532a,4,538,1,2025-07-23 23:42:40.310283
1718,706,2024-12-07,bf508ee4-fe35-4cc2-93d9-1ea32d65b3c7,1,108,0,2025-07-23 23:42:40.310812
1719,494,2023-08-24,47b35087-151a-42fe-9aa1-8cbf6d60fcbe,7,224,1,2025-07-23 23:42:40.311338
1720,4949,2023-07-13,106d4b86-cd86-47d1-829e-740d4a43a1fb,9,149,1,2025-07-23 23:42:40.311870
1721,2175,2024-11-09,83f6cd9a-4a4d-4c2f-8c2f-82d859768ed3,10,547,1,2025-07-23 23:42:40.312484
1722,3082,2023-10-17,1afeae60-c383-4512-9744-d3112b268b7c,4,219,0,2025-07-23 23:42:40.313031
1723,4290,2022-02-26,f3b0001a-deea-4393-b056-acb47e49f196,3,603,1,2025-07-23 23:42:40.313565
1724,3650,2023-04-03,b3921928-c314-44bd-bb4b-c62c183978fd,7,314,0,2025-07-23 23:42:40.314114
1725,2230,2022-02-25,7c2c2873-176d-4fc0-95c2-bb53773a75cf,11,289,0,2025-07-23 23:42:40.314626
1726,3048,2022-10-23,a33ba293-4f48-4e08-9090-ce81626fbd11,8,565,1,2025-07-23 23:42:40.315172
1727,2109,2023-04-10,84c524c2-81ad-4614-9ea9-ff3a1010d233,13,347,0,2025-07-23 23:42:40.315695
1728,3878,2024-08-16,e786602c-a18b-44a3-ac77-12931bc091da,2,123,0,2025-07-23 23:42:40.316243
1729,1075,2023-07-12,9b9f6bd7-a46f-425f-bbe2-05cca6d6aec1,2,422,1,2025-07-23 23:42:40.316747
1730,1470,2024-09-16,2c683b1a-5a34-49a2-ad5c-022433cc2c99,14,893,1,2025-07-23 23:42:40.317308
1731,2693,2024-11-01,ca7b3de7-b881-47d1-a6d6-2f29f66e37be,11,268,0,2025-07-23 23:42:40.317868
1732,1475,2023-03-08,1d0cd614-b542-4769-ae6f-f08646a6ad62,3,847,1,2025-07-23 23:42:40.318412
1733,2713,2023-06-24,e0d8f825-f502-4b6b-938b-33f2d1139164,12,891,1,2025-07-23 23:42:40.318928
1734,1432,2024-02-16,1c2e7e2d-2546-49f2-8168-b45c71fcf18d,9,102,0,2025-07-23 23:42:40.319495
1735,296,2023-11-11,ea09e484-6311-48ad-ac88-f76a2f1abe54,7,417,0,2025-07-23 23:42:40.320030
1736,3891,2023-01-10,a226b67a-cedb-4eef-aae8-01afb23fa869,8,126,1,2025-07-23 23:42:40.320557
1737,4220,2024-12-08,45806620-c761-4910-9271-6344cb4701f4,7,533,0,2025-07-23 23:42:40.321178
1738,3747,2024-03-24,739e955e-d910-478c-aa3e-9ad4921df1fa,10,897,1,2025-07-23 23:42:40.321696
1739,853,2024-04-16,709369d4-25a2-45f4-8159-41496bedffff,12,405,0,2025-07-23 23:42:40.322307
1740,1219,2023-03-26,0959b545-f396-4959-89ea-0fc8d1b0f96e,3,138,1,2025-07-23 23:42:40.322876
1741,1859,2023-03-16,d2759831-2ca2-4f97-a92e-7a326278b308,9,75,0,2025-07-23 23:42:40.323436
1742,3709,2022-01-02,7a3811b3-666c-46c2-b6a6-8ad30ab4c9a4,12,235,0,2025-07-23 23:42:40.323972
1743,2855,2023-07-07,5381d2a9-1863-49d3-aaec-639c21c6f403,5,773,1,2025-07-23 23:42:40.324500
1744,1843,2023-11-04,bd11cec5-39e7-4ff4-a691-c88c81801e65,3,786,0,2025-07-23 23:42:40.325221
1745,2613,2023-01-15,0178d998-ccf8-45cb-8693-935455f36d45,1,319,1,2025-07-23 23:42:40.326008
1746,267,2024-08-21,d02d80c2-fc46-46d9-b4a3-1de4a544a2da,7,78,0,2025-07-23 23:42:40.326783
1747,2255,2022-06-30,5893b949-807f-487a-89d0-34e858515985,2,381,1,2025-07-23 23:42:40.327552
1748,4508,2022-12-04,5768acd1-c30f-41fd-b33a-7fb1ddedc9aa,14,850,0,2025-07-23 23:42:40.328364
1749,4268,2024-08-15,c521f2f5-79d0-4e85-b84f-5b05deca215a,10,329,0,2025-07-23 23:42:40.329161
1750,2634,2022-06-21,294516eb-59be-4e58-8f58-79ac547d0e33,11,445,1,2025-07-23 23:42:40.329932
1751,1709,2022-06-06,527a1fae-a256-4d58-bc94-6a4685976d02,15,33,0,2025-07-23 23:42:40.330664
1752,4455,2024-01-04,60916647-1405-4431-87da-33db95813bcf,1,59,0,2025-07-23 23:42:40.331440
1753,163,2024-11-20,ea306576-6849-4c08-bf7f-af628eb15c14,9,211,1,2025-07-23 23:42:40.332228
1754,93,2022-02-05,2cbb4b47-b6d3-4655-b235-041e170bc106,14,730,1,2025-07-23 23:42:40.333010
1755,4799,2023-01-30,a38b9bf8-eac2-4303-8aed-fca721de8b09,15,202,1,2025-07-23 23:42:40.333793
1756,3941,2023-02-16,8d2e493e-40fc-4320-b3c0-1fd9a6c19c25,14,811,1,2025-07-23 23:42:40.334535
1757,1820,2023-05-13,8de76b36-802c-408e-ba31-b0a09b7effbb,15,379,0,2025-07-23 23:42:40.335339
1758,123,2023-08-12,e6ca815e-dfe6-4ac1-a670-96d288f82af3,5,238,1,2025-07-23 23:42:40.336140
1759,1166,2024-03-17,1af3f576-d151-4315-b9cd-d9f133df4fc8,6,598,0,2025-07-23 23:42:40.336916
1760,3711,2024-03-21,55330082-8788-4196-8858-269e1f2e44e5,6,154,0,2025-07-23 23:42:40.337676
1761,4647,2022-09-13,b83ebfa9-b8ff-4b9d-92c6-778ca15166f0,9,669,1,2025-07-23 23:42:40.338452
1762,4350,2022-02-07,1e482472-90eb-4cfa-9808-5afd988d1df5,5,200,0,2025-07-23 23:42:40.339250
1763,353,2023-07-31,98a84a41-5be6-46c8-a86d-ff6c5f979784,1,137,1,2025-07-23 23:42:40.340061
1764,1566,2024-04-23,71a265e0-e29c-462a-8fdf-aad5cd84bc6e,14,89,0,2025-07-23 23:42:40.340835
1765,4506,2023-07-03,e58c9c84-f3de-46cf-94e3-8b57ce37097f,7,275,1,2025-07-23 23:42:40.341599
1766,1572,2024-05-14,ada0c19c-0a9b-4cd4-8822-50abb14a6043,11,287,0,2025-07-23 23:42:40.342398
1767,2662,2023-12-09,42518e20-83d2-4bd1-a7be-da145a263ec5,9,471,1,2025-07-23 23:42:40.343203
1768,3635,2024-12-03,a7f2f2af-afb1-4045-b677-6eb95b2b4b71,1,768,0,2025-07-23 23:42:40.343989
1769,176,2023-11-16,c800b7d8-7508-46e6-9e9a-7ae4a6ef6339,2,715,1,2025-07-23 23:42:40.344779
1770,1090,2024-05-14,011a5382-05ba-4af8-974e-12c23dba7200,10,119,0,2025-07-23 23:42:40.345524
1771,1234,2022-04-21,81170b83-1813-488b-b2e1-fe922ecc9879,7,170,1,2025-07-23 23:42:40.346562
1772,3057,2022-02-18,daa60ea5-c117-4bc6-8330-364f531c9fce,1,379,1,2025-07-23 23:42:40.347411
1773,1344,2022-12-19,04eda806-a731-4167-92bf-ac0b3faeda06,13,352,0,2025-07-23 23:42:40.348235
1774,1575,2022-11-11,3d85533e-1122-42b4-993e-81b6e97e3d45,2,460,1,2025-07-23 23:42:40.349079
1775,814,2024-02-13,2d39a6e6-08ca-49ed-a583-a0149d72e8cb,8,772,0,2025-07-23 23:42:40.349897
1776,1003,2023-02-19,222d4ccf-3a8a-412c-9901-78ff08c11349,3,241,1,2025-07-23 23:42:40.350639
1777,2358,2024-06-27,a50ae93e-a998-4c35-b4da-b33c284e306d,15,88,1,2025-07-23 23:42:40.351466
1778,1772,2022-02-17,7e22f166-ebeb-4389-8af0-7a9e5625e7b6,1,331,1,2025-07-23 23:42:40.352558
1779,3155,2022-10-11,46f4d964-6a85-47f8-9a88-8222a75fe5ea,1,496,0,2025-07-23 23:42:40.353397
1780,240,2022-09-05,879edefc-a00f-47a3-a643-e974b5265670,7,248,0,2025-07-23 23:42:40.354232
1781,476,2022-11-05,e2a6b860-83ad-4abb-b525-0ec11249fd34,14,230,0,2025-07-23 23:42:40.355036
1782,3678,2022-06-27,5cdcb5a7-1ff8-48e5-a85e-c76a1db17796,9,401,1,2025-07-23 23:42:40.355789
1783,3331,2023-04-16,1ee55a14-6564-4c68-b5e8-eaa7ccd89fa5,9,415,0,2025-07-23 23:42:40.356607
