shipment_key,sales_key,warehouse_key,shipment_date,delivery_date,delay_days,shipping_cost,created_at
1541,153,14,2023-05-26,2023-05-31,5,15.86,2025-07-23 23:42:43.354997
1542,1858,19,2022-11-18,2022-11-18,0,14.78,2025-07-23 23:42:43.356151
1543,3889,15,2023-07-13,2023-07-16,3,19.15,2025-07-23 23:42:43.357300
1544,1071,6,2024-04-19,2024-04-23,4,19.5,2025-07-23 23:42:43.358462
1545,4147,18,2024-07-28,2024-07-31,3,9.54,2025-07-23 23:42:43.359620
1546,4457,8,2023-09-29,2023-10-02,3,42.46,2025-07-23 23:42:43.360815
1547,3192,16,2024-09-19,2024-09-22,3,25.62,2025-07-23 23:42:43.361963
1548,4416,20,2024-01-28,2024-01-29,1,41.0,2025-07-23 23:42:43.363111
1549,4639,12,2023-01-30,2023-01-31,1,32.56,2025-07-23 23:42:43.364269
1550,1422,10,2022-06-19,2022-06-22,3,22.42,2025-07-23 23:42:43.365410
1551,1812,8,2023-08-30,2023-08-30,0,23.95,2025-07-23 23:42:43.366574
1552,3207,12,2023-12-24,2023-12-27,3,22.14,2025-07-23 23:42:43.367818
1553,4949,14,2024-11-26,2024-11-29,3,28.83,2025-07-23 23:42:43.368994
1554,78,13,2023-11-09,2023-11-12,3,22.28,2025-07-23 23:42:43.370144
1555,3023,9,2024-06-05,2024-06-10,5,36.67,2025-07-23 23:42:43.371281
1556,1776,1,2022-11-08,2022-11-10,2,24.44,2025-07-23 23:42:43.372427
1557,1669,3,2022-10-03,2022-10-05,2,18.47,2025-07-23 23:42:43.373575
1558,3401,13,2022-05-03,2022-05-05,2,14.05,2025-07-23 23:42:43.374721
1559,3314,13,2024-07-04,2024-07-04,0,13.31,2025-07-23 23:42:43.376071
1560,1525,8,2023-01-08,2023-01-12,4,21.41,2025-07-23 23:42:43.377250
1561,336,5,2023-03-17,2023-03-18,1,6.42,2025-07-23 23:42:43.378442
1562,1561,3,2024-08-27,2024-08-30,3,13.66,2025-07-23 23:42:43.379621
1563,4526,12,2022-01-07,2022-01-08,1,14.36,2025-07-23 23:42:43.380985
1564,829,15,2024-12-08,2024-12-12,4,28.95,2025-07-23 23:42:43.382233
1565,4810,17,2024-05-14,2024-05-16,2,35.28,2025-07-23 23:42:43.383391
1566,4490,8,2022-08-27,2022-08-31,4,14.46,2025-07-23 23:42:43.384539
1567,1523,16,2024-03-21,2024-03-25,4,20.99,2025-07-23 23:42:43.385693
1568,2096,10,2023-10-12,2023-10-17,5,5.74,2025-07-23 23:42:43.386918
1569,2214,13,2024-11-04,2024-11-09,5,34.06,2025-07-23 23:42:43.388083
1570,4830,1,2023-11-16,2023-11-19,3,19.04,2025-07-23 23:42:43.389249
1571,855,1,2022-03-31,2022-03-31,0,36.89,2025-07-23 23:42:43.390491
1572,1203,2,2023-11-27,2023-11-27,0,19.07,2025-07-23 23:42:43.391896
1573,3254,4,2022-06-28,2022-07-02,4,38.7,2025-07-23 23:42:43.393298
1574,4222,18,2023-12-20,2023-12-21,1,39.74,2025-07-23 23:42:43.394616
1575,1754,18,2024-03-09,2024-03-09,0,47.97,2025-07-23 23:42:43.395787
1576,4873,11,2022-09-19,2022-09-24,5,25.12,2025-07-23 23:42:43.396958
1577,2456,18,2022-07-01,2022-07-04,3,13.62,2025-07-23 23:42:43.398152
1578,3010,19,2022-10-02,2022-10-05,3,34.8,2025-07-23 23:42:43.399400
1579,4654,7,2023-08-21,2023-08-24,3,47.79,2025-07-23 23:42:43.400667
1580,1181,13,2023-05-24,2023-05-24,0,46.19,2025-07-23 23:42:43.402023
1581,434,16,2022-10-04,2022-10-05,1,48.83,2025-07-23 23:42:43.403417
1582,4685,20,2022-11-12,2022-11-16,4,31.2,2025-07-23 23:42:43.404869
1583,2132,9,2022-01-27,2022-01-30,3,21.85,2025-07-23 23:42:43.406580
1584,1542,18,2022-10-12,2022-10-13,1,12.7,2025-07-23 23:42:43.408186
1585,4725,20,2022-02-15,2022-02-18,3,12.41,2025-07-23 23:42:43.409578
1586,1941,14,2024-05-16,2024-05-18,2,46.64,2025-07-23 23:42:43.410986
1587,1889,16,2024-09-13,2024-09-16,3,45.97,2025-07-23 23:42:43.412442
1588,1393,12,2022-02-17,2022-02-21,4,22.45,2025-07-23 23:42:43.413839
1589,4821,15,2024-11-30,2024-12-04,4,21.17,2025-07-23 23:42:43.415535
1590,4734,12,2022-02-04,2022-02-09,5,11.59,2025-07-23 23:42:43.416861
1591,1656,15,2022-03-16,2022-03-18,2,8.08,2025-07-23 23:42:43.418103
1592,3547,10,2023-02-17,2023-02-20,3,26.84,2025-07-23 23:42:43.419279
1593,2755,20,2022-03-12,2022-03-12,0,39.94,2025-07-23 23:42:43.420946
1594,3648,17,2023-09-10,2023-09-10,0,30.35,2025-07-23 23:42:43.422393
1595,3458,6,2024-12-12,2024-12-14,2,20.94,2025-07-23 23:42:43.423785
1596,3471,1,2024-02-26,2024-02-27,1,9.85,2025-07-23 23:42:43.425178
1597,3825,2,2024-09-26,2024-09-29,3,10.22,2025-07-23 23:42:43.426566
1598,1821,13,2024-12-06,2024-12-08,2,45.89,2025-07-23 23:42:43.428181
1599,3800,16,2023-07-14,2023-07-19,5,11.64,2025-07-23 23:42:43.429630
1600,912,16,2023-03-26,2023-03-27,1,11.24,2025-07-23 23:42:43.431041
1601,1766,17,2023-01-22,2023-01-26,4,6.54,2025-07-23 23:42:43.432451
1602,1205,3,2024-12-18,2024-12-19,1,36.81,2025-07-23 23:42:43.433880
1603,1746,8,2022-05-02,2022-05-02,0,26.4,2025-07-23 23:42:43.435279
1604,3743,8,2022-06-04,2022-06-07,3,29.54,2025-07-23 23:42:43.436663
1605,925,14,2024-10-09,2024-10-10,1,38.49,2025-07-23 23:42:43.438118
1606,1423,7,2024-11-19,2024-11-19,0,49.53,2025-07-23 23:42:43.439539
1607,4691,9,2023-01-04,2023-01-05,1,31.69,2025-07-23 23:42:43.440937
1608,1882,15,2024-12-13,2024-12-15,2,24.03,2025-07-23 23:42:43.442318
1609,599,5,2024-02-24,2024-02-24,0,37.18,2025-07-23 23:42:43.443703
1610,886,7,2022-03-09,2022-03-10,1,20.27,2025-07-23 23:42:43.445069
1611,1093,17,2024-06-30,2024-07-04,4,49.83,2025-07-23 23:42:43.446456
1612,4619,4,2024-12-28,2024-12-31,3,32.11,2025-07-23 23:42:43.447850
1613,94,9,2024-04-26,2024-04-29,3,33.87,2025-07-23 23:42:43.449304
1614,2397,18,2024-08-21,2024-08-26,5,20.89,2025-07-23 23:42:43.450717
1615,2480,20,2022-04-20,2022-04-20,0,10.57,2025-07-23 23:42:43.452137
1616,4124,2,2023-04-19,2023-04-23,4,36.92,2025-07-23 23:42:43.453521
1617,237,10,2022-08-14,2022-08-16,2,38.61,2025-07-23 23:42:43.454928
1618,3835,1,2022-07-02,2022-07-03,1,13.07,2025-07-23 23:42:43.456338
1619,2156,5,2023-07-13,2023-07-16,3,21.06,2025-07-23 23:42:43.457853
1620,3544,11,2022-05-18,2022-05-20,2,44.82,2025-07-23 23:42:43.459250
1621,1846,12,2023-02-26,2023-03-01,3,47.43,2025-07-23 23:42:43.460826
1622,2158,12,2024-08-25,2024-08-29,4,33.54,2025-07-23 23:42:43.462260
1623,646,13,2022-03-12,2022-03-12,0,21.59,2025-07-23 23:42:43.463636
1624,3730,20,2024-02-07,2024-02-08,1,25.16,2025-07-23 23:42:43.465031
1625,4379,11,2023-04-20,2023-04-21,1,25.25,2025-07-23 23:42:43.466424
1626,4741,4,2024-02-23,2024-02-25,2,26.86,2025-07-23 23:42:43.467817
1627,4700,6,2023-03-31,2023-04-01,1,13.15,2025-07-23 23:42:43.469198
1628,2100,19,2024-08-24,2024-08-28,4,29.36,2025-07-23 23:42:43.470603
1629,3791,12,2023-09-25,2023-09-30,5,43.54,2025-07-23 23:42:43.472283
1630,4742,15,2023-06-21,2023-06-23,2,12.03,2025-07-23 23:42:43.473722
1631,3591,5,2022-12-25,2022-12-27,2,38.49,2025-07-23 23:42:43.475169
1632,3254,19,2022-06-28,2022-06-28,0,38.13,2025-07-23 23:42:43.476582
1633,3939,17,2023-05-18,2023-05-20,2,34.9,2025-07-23 23:42:43.477945
1634,938,18,2024-02-09,2024-02-13,4,45.32,2025-07-23 23:42:43.479321
1635,4035,2,2022-08-28,2022-09-02,5,23.04,2025-07-23 23:42:43.480686
1636,2374,4,2022-12-21,2022-12-21,0,25.77,2025-07-23 23:42:43.482040
1637,3387,10,2022-06-24,2022-06-29,5,47.91,2025-07-23 23:42:43.483484
1638,412,9,2023-12-02,2023-12-02,0,38.1,2025-07-23 23:42:43.484903
1639,3916,10,2022-08-23,2022-08-26,3,5.5,2025-07-23 23:42:43.486282
1640,379,17,2022-06-03,2022-06-05,2,41.5,2025-07-23 23:42:43.487658
1641,3034,5,2022-03-05,2022-03-07,2,33.69,2025-07-23 23:42:43.489041
1642,3472,11,2023-12-18,2023-12-23,5,46.32,2025-07-23 23:42:43.490421
1643,3622,17,2022-11-25,2022-11-29,4,6.64,2025-07-23 23:42:43.491782
1644,1393,10,2022-02-18,2022-02-23,5,30.5,2025-07-23 23:42:43.493168
1645,901,20,2024-10-28,2024-10-30,2,18.64,2025-07-23 23:42:43.494562
1646,4996,18,2023-03-15,2023-03-17,2,42.74,2025-07-23 23:42:43.496019
1647,1468,16,2024-11-14,2024-11-15,1,41.18,2025-07-23 23:42:43.497377
1648,804,14,2023-12-12,2023-12-14,2,35.74,2025-07-23 23:42:43.498741
1649,1356,14,2024-12-18,2024-12-21,3,32.6,2025-07-23 23:42:43.500127
1650,4352,17,2022-08-19,2022-08-21,2,34.71,2025-07-23 23:42:43.501532
1651,271,18,2024-02-09,2024-02-09,0,14.43,2025-07-23 23:42:43.503019
1652,1302,6,2022-08-15,2022-08-18,3,19.56,2025-07-23 23:42:43.504606
1653,773,15,2024-09-12,2024-09-15,3,23.8,2025-07-23 23:42:43.506213
1654,2194,9,2022-12-13,2022-12-13,0,39.91,2025-07-23 23:42:43.507725
1655,3156,1,2023-10-11,2023-10-15,4,28.45,2025-07-23 23:42:43.509307
1656,1322,6,2022-06-25,2022-06-30,5,31.18,2025-07-23 23:42:43.510802
1657,630,16,2022-04-10,2022-04-15,5,49.3,2025-07-23 23:42:43.512308
1658,116,19,2024-09-21,2024-09-25,4,18.09,2025-07-23 23:42:43.513854
1659,3250,1,2022-11-04,2022-11-06,2,16.33,2025-07-23 23:42:43.515384
1660,4201,5,2024-04-24,2024-04-25,1,23.98,2025-07-23 23:42:43.516947
1661,1619,7,2023-11-03,2023-11-03,0,13.18,2025-07-23 23:42:43.518462
1662,3894,5,2022-01-21,2022-01-22,1,17.74,2025-07-23 23:42:43.520042
1663,1569,6,2024-11-16,2024-11-19,3,5.86,2025-07-23 23:42:43.521577
1664,4135,13,2022-10-20,2022-10-23,3,31.13,2025-07-23 23:42:43.523066
1665,4504,12,2023-05-30,2023-05-31,1,9.12,2025-07-23 23:42:43.524566
1666,2168,8,2024-02-14,2024-02-14,0,17.74,2025-07-23 23:42:43.526084
1667,5000,14,2023-01-18,2023-01-18,0,36.43,2025-07-23 23:42:43.527595
1668,862,11,2023-02-04,2023-02-04,0,35.36,2025-07-23 23:42:43.529120
1669,4931,7,2023-02-24,2023-02-26,2,28.94,2025-07-23 23:42:43.530600
1670,2595,7,2022-11-14,2022-11-19,5,49.03,2025-07-23 23:42:43.532195
1671,3396,7,2022-03-21,2022-03-24,3,40.53,2025-07-23 23:42:43.533695
1672,4850,4,2022-08-08,2022-08-10,2,44.48,2025-07-23 23:42:43.535310
1673,4731,16,2023-09-03,2023-09-05,2,43.58,2025-07-23 23:42:43.536848
1674,1386,9,2024-01-09,2024-01-09,0,7.26,2025-07-23 23:42:43.538339
1675,977,18,2023-02-09,2023-02-09,0,48.97,2025-07-23 23:42:43.539812
1676,4737,3,2024-11-12,2024-11-15,3,30.82,2025-07-23 23:42:43.541302
1677,3578,14,2023-08-10,2023-08-11,1,47.39,2025-07-23 23:42:43.542826
1678,3404,7,2022-07-14,2022-07-17,3,5.77,2025-07-23 23:42:43.544363
1679,434,5,2022-10-04,2022-10-05,1,40.11,2025-07-23 23:42:43.545859
1680,442,1,2023-01-21,2023-01-23,2,25.91,2025-07-23 23:42:43.547346
1681,189,10,2023-02-11,2023-02-13,2,39.63,2025-07-23 23:42:43.548872
1682,776,14,2022-06-10,2022-06-14,4,46.02,2025-07-23 23:42:43.550382
1683,2811,16,2022-03-19,2022-03-20,1,17.62,2025-07-23 23:42:43.551893
1684,4442,2,2023-10-06,2023-10-06,0,38.54,2025-07-23 23:42:43.553422
1685,1317,19,2022-05-06,2022-05-10,4,18.66,2025-07-23 23:42:43.555005
1686,3917,15,2022-07-02,2022-07-06,4,8.08,2025-07-23 23:42:43.556428
1687,4092,3,2023-11-21,2023-11-26,5,46.36,2025-07-23 23:42:43.557812
1688,1375,9,2023-03-31,2023-04-05,5,19.92,2025-07-23 23:42:43.559203
1689,4043,10,2024-10-19,2024-10-22,3,39.39,2025-07-23 23:42:43.560582
1690,4102,11,2024-07-07,2024-07-10,3,25.24,2025-07-23 23:42:43.562183
1691,3689,4,2022-11-13,2022-11-15,2,22.26,2025-07-23 23:42:43.563664
1692,3187,6,2023-04-24,2023-04-26,2,5.23,2025-07-23 23:42:43.565061
1693,4300,14,2023-06-04,2023-06-04,0,44.72,2025-07-23 23:42:43.566455
1694,3102,10,2023-09-26,2023-09-29,3,29.91,2025-07-23 23:42:43.567880
1695,1189,13,2023-04-30,2023-05-02,2,49.75,2025-07-23 23:42:43.569402
1696,3999,5,2022-10-17,2022-10-21,4,9.24,2025-07-23 23:42:43.570783
1697,25,4,2023-07-18,2023-07-21,3,11.41,2025-07-23 23:42:43.572244
1698,2187,17,2023-01-25,2023-01-30,5,34.04,2025-07-23 23:42:43.573623
1699,1832,13,2023-04-12,2023-04-15,3,41.3,2025-07-23 23:42:43.575025
1700,1007,5,2024-02-03,2024-02-06,3,39.6,2025-07-23 23:42:43.576401
1701,4680,17,2024-01-17,2024-01-22,5,43.06,2025-07-23 23:42:43.577817
1702,1617,2,2022-09-08,2022-09-10,2,42.67,2025-07-23 23:42:43.579194
1703,4067,13,2022-07-06,2022-07-07,1,33.47,2025-07-23 23:42:43.580648
1704,3135,16,2024-07-11,2024-07-15,4,13.63,2025-07-23 23:42:43.582057
1705,621,4,2024-08-23,2024-08-28,5,41.23,2025-07-23 23:42:43.583437
1706,258,8,2022-12-16,2022-12-17,1,42.36,2025-07-23 23:42:43.584867
1707,2312,9,2022-11-29,2022-12-02,3,8.46,2025-07-23 23:42:43.586560
1708,2480,16,2022-04-21,2022-04-22,1,5.3,2025-07-23 23:42:43.587979
1709,727,11,2023-04-02,2023-04-07,5,13.98,2025-07-23 23:42:43.589385
1710,1483,16,2024-04-06,2024-04-07,1,26.07,2025-07-23 23:42:43.590723
1711,3575,19,2023-01-20,2023-01-22,2,41.78,2025-07-23 23:42:43.592121
1712,3422,7,2023-05-17,2023-05-19,2,10.28,2025-07-23 23:42:43.593535
1713,551,4,2024-03-20,2024-03-23,3,10.49,2025-07-23 23:42:43.595224
1714,901,14,2024-10-30,2024-10-31,1,21.11,2025-07-23 23:42:43.596624
1715,1706,4,2022-11-17,2022-11-17,0,14.93,2025-07-23 23:42:43.597997
1716,2484,6,2024-09-01,2024-09-05,4,17.5,2025-07-23 23:42:43.599369
1717,3161,2,2022-07-29,2022-08-01,3,17.18,2025-07-23 23:42:43.600723
1718,4247,20,2022-10-21,2022-10-21,0,44.06,2025-07-23 23:42:43.602135
1719,153,15,2023-05-28,2023-05-29,1,25.26,2025-07-23 23:42:43.603605
1720,1847,11,2023-08-01,2023-08-04,3,31.34,2025-07-23 23:42:43.604952
1721,1176,3,2022-04-11,2022-04-14,3,42.51,2025-07-23 23:42:43.606312
1722,3606,14,2022-07-04,2022-07-08,4,49.31,2025-07-23 23:42:43.607703
1723,41,1,2023-02-23,2023-02-28,5,47.29,2025-07-23 23:42:43.609077
1724,1983,12,2022-01-26,2022-01-27,1,18.0,2025-07-23 23:42:43.610477
1725,2712,9,2024-04-23,2024-04-27,4,41.88,2025-07-23 23:42:43.611868
1726,479,15,2022-12-14,2022-12-18,4,17.97,2025-07-23 23:42:43.613221
1727,4470,14,2024-08-06,2024-08-09,3,27.42,2025-07-23 23:42:43.614622
1728,1021,11,2023-10-19,2023-10-20,1,40.78,2025-07-23 23:42:43.616009
1729,852,2,2024-04-04,2024-04-07,3,45.33,2025-07-23 23:42:43.617339
1730,4203,2,2023-07-25,2023-07-26,1,41.29,2025-07-23 23:42:43.618927
1731,1279,19,2024-03-11,2024-03-12,1,17.06,2025-07-23 23:42:43.620322
1732,1985,10,2022-11-13,2022-11-15,2,42.76,2025-07-23 23:42:43.621716
1733,4207,1,2023-12-12,2023-12-12,0,9.41,2025-07-23 23:42:43.623206
1734,1686,10,2023-05-20,2023-05-23,3,12.78,2025-07-23 23:42:43.624646
1735,974,4,2023-07-22,2023-07-22,0,45.84,2025-07-23 23:42:43.626250
1736,2623,14,2022-06-23,2022-06-28,5,6.25,2025-07-23 23:42:43.627652
1737,4353,15,2024-11-23,2024-11-28,5,48.6,2025-07-23 23:42:43.629145
1738,2317,2,2023-08-05,2023-08-07,2,5.7,2025-07-23 23:42:43.630508
1739,3487,3,2023-11-13,2023-11-13,0,17.41,2025-07-23 23:42:43.631932
1740,181,18,2022-01-27,2022-01-28,1,45.94,2025-07-23 23:42:43.633334
1741,1604,19,2022-11-16,2022-11-16,0,27.23,2025-07-23 23:42:43.634710
1742,169,13,2023-09-18,2023-09-23,5,31.66,2025-07-23 23:42:43.636082
1743,4784,10,2023-11-16,2023-11-16,0,15.52,2025-07-23 23:42:43.637521
1744,1386,6,2024-01-10,2024-01-12,2,11.64,2025-07-23 23:42:43.638921
1745,1864,16,2023-11-02,2023-11-05,3,17.46,2025-07-23 23:42:43.640291
1746,3339,4,2022-05-05,2022-05-05,0,10.7,2025-07-23 23:42:43.641650
1747,418,5,2024-05-31,2024-06-01,1,40.93,2025-07-23 23:42:43.643025
1748,1161,18,2024-11-27,2024-11-29,2,28.14,2025-07-23 23:42:43.644394
1749,1052,13,2023-04-24,2023-04-27,3,29.55,2025-07-23 23:42:43.645785
1750,3370,1,2024-12-16,2024-12-21,5,28.42,2025-07-23 23:42:43.647166
1751,1540,6,2023-04-07,2023-04-11,4,38.65,2025-07-23 23:42:43.648531
1752,2508,17,2023-01-21,2023-01-24,3,44.64,2025-07-23 23:42:43.649916
1753,3407,7,2022-05-13,2022-05-18,5,48.59,2025-07-23 23:42:43.651272
1754,4698,12,2022-03-18,2022-03-23,5,38.71,2025-07-23 23:42:43.652631
1755,1859,17,2023-10-13,2023-10-18,5,44.68,2025-07-23 23:42:43.654098
1756,2659,4,2022-08-05,2022-08-10,5,11.95,2025-07-23 23:42:43.655452
1757,1936,16,2022-05-22,2022-05-23,1,25.58,2025-07-23 23:42:43.656829
1758,2984,10,2022-01-03,2022-01-03,0,13.1,2025-07-23 23:42:43.658197
1759,2796,12,2024-09-23,2024-09-24,1,31.91,2025-07-23 23:42:43.659563
1760,2034,19,2023-07-12,2023-07-17,5,26.57,2025-07-23 23:42:43.660928
1761,3093,20,2023-06-12,2023-06-17,5,26.36,2025-07-23 23:42:43.662284
1762,4744,7,2023-09-21,2023-09-26,5,42.69,2025-07-23 23:42:43.663658
1763,241,13,2022-02-11,2022-02-16,5,48.04,2025-07-23 23:42:43.665019
1764,2735,4,2024-03-17,2024-03-17,0,49.19,2025-07-23 23:42:43.666361
1765,3470,13,2022-01-09,2022-01-09,0,46.49,2025-07-23 23:42:43.667693
1766,3975,1,2022-11-27,2022-12-02,5,38.64,2025-07-23 23:42:43.669065
1767,4531,9,2023-06-19,2023-06-19,0,46.19,2025-07-23 23:42:43.670415
1768,1110,8,2024-09-19,2024-09-24,5,20.06,2025-07-23 23:42:43.671748
1769,132,19,2022-03-02,2022-03-05,3,10.93,2025-07-23 23:42:43.673155
1770,4161,16,2023-04-24,2023-04-28,4,39.54,2025-07-23 23:42:43.674522
1771,112,20,2022-03-02,2022-03-04,2,41.62,2025-07-23 23:42:43.676220
1772,4068,9,2024-01-15,2024-01-20,5,11.12,2025-07-23 23:42:43.677668
1773,1981,3,2022-02-18,2022-02-18,0,6.07,2025-07-23 23:42:43.679017
1774,2722,1,2024-01-15,2024-01-16,1,9.85,2025-07-23 23:42:43.680370
1775,1802,8,2023-01-12,2023-01-15,3,49.5,2025-07-23 23:42:43.681725
1776,4804,15,2024-07-26,2024-07-29,3,15.25,2025-07-23 23:42:43.683104
1777,214,6,2024-04-26,2024-04-27,1,27.99,2025-07-23 23:42:43.684461
1778,4959,20,2024-07-25,2024-07-27,2,23.87,2025-07-23 23:42:43.685874
1779,2439,8,2023-10-09,2023-10-12,3,43.05,2025-07-23 23:42:43.687475
1780,1953,15,2022-09-07,2022-09-12,5,24.97,2025-07-23 23:42:43.689152
1781,4497,17,2023-01-01,2023-01-02,1,21.98,2025-07-23 23:42:43.690660
1782,3588,17,2023-07-19,2023-07-20,1,19.04,2025-07-23 23:42:43.692204
1783,4344,5,2023-11-29,2023-12-04,5,5.16,2025-07-23 23:42:43.693676
1784,2976,7,2023-12-01,2023-12-06,5,11.99,2025-07-23 23:42:43.695174
1785,2799,19,2024-03-18,2024-03-20,2,45.52,2025-07-23 23:42:43.696646
1786,3555,20,2024-08-14,2024-08-17,3,46.69,2025-07-23 23:42:43.698101
1787,3888,12,2022-10-11,2022-10-14,3,18.36,2025-07-23 23:42:43.699585
1788,2573,4,2024-10-08,2024-10-10,2,16.56,2025-07-23 23:42:43.701037
1789,2473,4,2023-11-13,2023-11-16,3,33.85,2025-07-23 23:42:43.702486
1790,1117,5,2023-05-15,2023-05-16,1,35.44,2025-07-23 23:42:43.703983
1791,1530,16,2024-06-10,2024-06-12,2,44.69,2025-07-23 23:42:43.705481
1792,965,5,2023-08-23,2023-08-25,2,15.48,2025-07-23 23:42:43.706978
1793,82,12,2024-01-05,2024-01-10,5,8.1,2025-07-23 23:42:43.708465
1794,2688,14,2022-10-26,2022-10-26,0,13.42,2025-07-23 23:42:43.709937
1795,2914,18,2024-09-03,2024-09-06,3,45.37,2025-07-23 23:42:43.711698
1796,2390,17,2024-02-28,2024-03-03,4,18.96,2025-07-23 23:42:43.712966
1797,1892,10,2023-02-19,2023-02-24,5,47.66,2025-07-23 23:42:43.714216
1798,3977,8,2024-12-29,2025-01-02,4,8.53,2025-07-23 23:42:43.715588
1799,712,13,2024-08-11,2024-08-12,1,23.2,2025-07-23 23:42:43.716938
1800,2648,7,2022-07-31,2022-08-01,1,16.55,2025-07-23 23:42:43.718274
1801,4797,11,2023-04-03,2023-04-03,0,5.23,2025-07-23 23:42:43.719541
1802,3309,12,2022-09-30,2022-10-05,5,45.98,2025-07-23 23:42:43.720888
1803,4706,20,2024-02-09,2024-02-13,4,37.18,2025-07-23 23:42:43.722163
1804,514,17,2022-04-28,2022-05-03,5,9.05,2025-07-23 23:42:43.723441
1805,4032,4,2024-01-24,2024-01-29,5,7.6,2025-07-23 23:42:43.724728
1806,2871,2,2022-09-06,2022-09-09,3,25.71,2025-07-23 23:42:43.726014
1807,106,19,2024-04-19,2024-04-22,3,27.32,2025-07-23 23:42:43.727249
1808,3787,14,2023-01-14,2023-01-17,3,24.69,2025-07-23 23:42:43.728491
1809,912,7,2023-03-27,2023-03-31,4,34.7,2025-07-23 23:42:43.729793
1810,134,3,2022-06-26,2022-06-28,2,11.57,2025-07-23 23:42:43.731061
1811,1667,5,2023-06-07,2023-06-11,4,17.29,2025-07-23 23:42:43.732316
1812,1351,8,2022-01-07,2022-01-11,4,8.54,2025-07-23 23:42:43.733536
1813,3937,14,2023-10-12,2023-10-12,0,14.9,2025-07-23 23:42:43.734814
1814,482,11,2024-02-06,2024-02-07,1,37.88,2025-07-23 23:42:43.736062
1815,3222,3,2022-06-04,2022-06-09,5,38.61,2025-07-23 23:42:43.737288
1816,921,16,2023-09-30,2023-10-05,5,9.42,2025-07-23 23:42:43.738463
1817,3396,12,2022-03-19,2022-03-23,4,35.09,2025-07-23 23:42:43.739751
1818,2394,16,2023-03-24,2023-03-26,2,41.11,2025-07-23 23:42:43.741016
1819,3525,7,2023-09-14,2023-09-19,5,49.31,2025-07-23 23:42:43.742250
1820,2764,15,2024-07-14,2024-07-19,5,24.87,2025-07-23 23:42:43.743475
1821,387,18,2023-04-05,2023-04-09,4,26.29,2025-07-23 23:42:43.744699
1822,755,7,2022-03-08,2022-03-11,3,10.02,2025-07-23 23:42:43.746059
1823,4138,16,2023-04-25,2023-04-30,5,8.8,2025-07-23 23:42:43.747292
1824,3416,10,2023-06-19,2023-06-19,0,24.12,2025-07-23 23:42:43.748504
1825,906,18,2023-01-16,2023-01-16,0,37.77,2025-07-23 23:42:43.749785
1826,103,15,2023-01-01,2023-01-06,5,31.33,2025-07-23 23:42:43.751035
1827,2742,20,2023-06-29,2023-07-04,5,23.76,2025-07-23 23:42:43.752254
1828,3193,2,2024-12-26,2024-12-28,2,11.6,2025-07-23 23:42:43.753461
1829,1508,19,2022-09-10,2022-09-10,0,34.64,2025-07-23 23:42:43.754713
1830,2384,5,2023-02-16,2023-02-21,5,30.34,2025-07-23 23:42:43.756020
1831,209,12,2022-09-21,2022-09-22,1,24.5,2025-07-23 23:42:43.757284
1832,4038,19,2022-07-24,2022-07-24,0,40.81,2025-07-23 23:42:43.758547
1833,2747,2,2022-11-07,2022-11-12,5,31.18,2025-07-23 23:42:43.759814
1834,897,2,2023-09-13,2023-09-16,3,34.79,2025-07-23 23:42:43.761049
1835,61,15,2023-03-14,2023-03-19,5,27.65,2025-07-23 23:42:43.762276
1836,2253,6,2023-03-12,2023-03-17,5,45.19,2025-07-23 23:42:43.763547
1837,1040,13,2024-06-02,2024-06-05,3,20.42,2025-07-23 23:42:43.764805
1838,1593,7,2022-11-08,2022-11-13,5,26.56,2025-07-23 23:42:43.766023
1839,1995,8,2024-10-30,2024-10-31,1,24.03,2025-07-23 23:42:43.767235
1840,750,5,2022-10-17,2022-10-18,1,14.65,2025-07-23 23:42:43.768444
1841,1742,5,2023-12-10,2023-12-15,5,29.83,2025-07-23 23:42:43.770256
1842,4786,15,2023-06-18,2023-06-21,3,47.4,2025-07-23 23:42:43.771488
1843,1427,2,2023-11-10,2023-11-15,5,32.7,2025-07-23 23:42:43.772689
1844,4687,2,2023-10-20,2023-10-25,5,12.82,2025-07-23 23:42:43.773946
1845,3289,9,2023-10-13,2023-10-13,0,25.3,2025-07-23 23:42:43.775173
1846,2104,18,2022-03-01,2022-03-04,3,39.63,2025-07-23 23:42:43.776375
1847,3284,2,2024-01-16,2024-01-16,0,32.01,2025-07-23 23:42:43.777836
1848,2553,20,2022-06-17,2022-06-20,3,14.55,2025-07-23 23:42:43.779083
1849,4212,10,2023-09-25,2023-09-25,0,19.23,2025-07-23 23:42:43.780314
1850,2490,18,2023-10-29,2023-11-02,4,47.02,2025-07-23 23:42:43.781593
1851,2075,20,2022-01-09,2022-01-14,5,14.81,2025-07-23 23:42:43.782876
1852,3443,2,2024-12-05,2024-12-07,2,40.25,2025-07-23 23:42:43.784129
1853,1245,9,2022-02-03,2022-02-04,1,42.42,2025-07-23 23:42:43.785367
1854,1358,19,2024-06-12,2024-06-14,2,37.12,2025-07-23 23:42:43.786592
1855,206,15,2023-08-26,2023-08-26,0,40.88,2025-07-23 23:42:43.787857
1856,558,19,2024-11-07,2024-11-11,4,16.42,2025-07-23 23:42:43.789109
1857,3667,1,2023-08-19,2023-08-22,3,44.6,2025-07-23 23:42:43.790316
1858,3290,4,2023-05-24,2023-05-28,4,23.85,2025-07-23 23:42:43.791540
